param bd :=
1R 296 3223.1350971879433
1R 297 6450.5206797200235
1R 298 6213.996012341105
1R 299 5968.455284228393
1R 300 5968.196116527688
1R 301 5719.0376112589065
1R 302 5967.933834879758
1R 303 5967.807798868365
1R 304 5967.82771241439
1R 305 6263.688394338278
1R 306 5707.014219673939
1R 307 4461.271419594993
1R 308 4339.0465571160075
1R 309 3342.469781294967
1R 310 3220.2302419864563
1R 311 1923.0532868812113
1R 312 1613.9283426528018
1R 313 1303.6134796602983
1R 314 1310.0222914537678
1R 315 1312.1605803292623
1R 316 1314.2997142513445
1R 317 1373.2961528724775
1R 318 1497.6862607013356
1R 319 2349.840739574338
1R 320 2470.342381782129
1R 321 3956.5906674898624
1R 322 3721.103904018135
1R 323 3476.3543627681265
1R 324 3475.9784165836427
1R 325 3475.8021383976925
1R 326 3475.8959350420782
1R 327 1794.627929840034
1R 328 1794.5394225776686
1R 329 2090.5309975910654
1R 330 2032.667969548102
1R 331 1853.6179473767647
1R 332 1731.395873790143
1R 333 1731.395875197879
1R 334 1615.5931900226456
1R 335 1495.5311801361738
1R 336 1375.4543927175532
1R 337 1312.2562953691252
1R 338 1314.399423187258
1R 339 1326.6903774277991
1R 340 1433.9905983342712
1R 341 1476.2447417205724
1R 342 1631.6106440563713
1R 343 1848.9538103997793
1R 344 2000.2812109936172
1R 345 1716.2408126245396
1R 346 1509.5905078011465
1R 347 1236.7676118895154
1R 348 1264.8567130376239
1R 349 1236.2944437096937
1R 350 1264.2659260429
1R 351 1236.0720196107297
1R 352 1264.6408597232894
1R 353 1533.2571140637901
1R 354 2002.6835001551333
1R 355 1975.777053822269
1R 356 1882.4781286606024
1R 357 1855.1437809375357
1R 358 1761.20054821243
1R 359 1611.2496103231101
1R 360 1517.501877201301
1R 361 1429.0256568408413
1R 362 1457.8462332477498
1R 363 1430.4501292132973
1R 364 1459.1124741757628
1R 365 1492.4872023217574
1R 366 1643.3835493651998
1R 367 1859.7267921784462
1R 368 2010.6961071630249
1R 369 1725.5911615780244
1R 370 1519.3297645313264
1R 371 1246.197416746487
1R 372 1274.3053022925726
1R 373 1245.550210004053
1R 374 1273.4758107603768
1R 375 1245.1512208982574
1R 376 1273.8929290277492
1R 377 1490.4951255928997
1R 378 2010.9999520822626
1R 379 1982.8058493385079
1R 380 1889.819862158751
1R 381 1861.14950011788
1R 382 1767.8907823469922
1R 383 1616.6339999914294
1R 384 1523.2727233703763
1R 385 1681.8968455809488
1R 386 1710.383379788725
1R 387 1681.495402921024
1R 388 1709.929715734982
1R 389 1742.3052312513034
1R 390 2079.765720847743
1R 391 2385.0738180831236
1R 392 3277.7109583465804
1R 393 6494.869407616661
1R 394 6256.12107278781
1R 395 6008.607856851621
1R 396 6006.658254487173
1R 397 5756.929138049749
1R 398 6004.452075075791
1R 399 6003.782714794802
1R 400 6003.661966586603
1R 401 6247.430908524517
1R 402 5741.999337111157
1R 403 4497.471017901482
1R 404 4375.827722886461
1R 405 3378.0171391566096
1R 406 3252.696350450039
1R 407 2025.797950390056
1R 408 1759.2884564525277
1R 409 1670.6188859930166
1R 410 1699.2803952827928
1R 411 1671.5282589880794
1R 412 1700.3053252523223
1R 413 1733.8808049510724
1R 414 2070.9831461184253
1R 415 2364.497202932611
1R 416 3243.1056030178956
1R 417 6467.583187736286
1R 418 6230.1552306441845
1R 419 5983.6564439182475
1R 420 5981.299542665643
1R 421 5730.291697835755
1R 422 5977.275190809848
1R 423 5975.8924980797665
1R 424 5975.310921280924
1R 425 6219.273344084222
1R 426 5713.854807522355
1R 427 4468.460093639375
1R 428 4346.366796181022
1R 429 3350.3181928318536
1R 430 3228.2146319002195
1R 431 1948.1483911899677
1R 432 1748.29750201204
1R 433 1667.5977314271195
1R 434 1696.9427515203845
1R 435 1668.5466190569548
1R 436 1697.8858525433695
1R 437 1730.487368977758
1R 438 2068.654390960847
1R 439 2357.849751678676
1R 440 3228.2159616851122
1R 441 6455.299235662797
1R 442 6218.319580865598
1R 443 5972.368858936468
1R 444 5971.092915759446
1R 445 5721.061727351257
1R 446 5969.20688013244
1R 447 5968.6428400275745
1R 448 5968.36755330371
1R 449 6212.65024484668
1R 450 5707.247687524928
1R 451 4461.530960390663
1R 452 4339.485750130762
1R 453 3343.207698240936
1R 454 3221.016151281313
1R 455 1923.0533194722418
1R 456 1620.3850004326755
1R 457 1563.6788828900037
1R 458 1561.5496319053505
1R 459 1563.867505854843
1R 460 1580.7153960503904
1R 461 1744.0513204518882
1R 462 2027.3062617754367
1R 463 2353.04409934641
1R 464 3219.6865562979965
1R 465 6448.6623826080595
1R 466 6212.970986423436
1R 467 5967.941494672461
1R 468 5967.778367078485
1R 469 5718.590756260303
1R 470 5967.582075274216
1R 471 5967.459165306368
1R 472 5967.487807743763
1R 473 6212.000145810848
1R 474 5706.729802328777
1R 475 4461.096400296887
1R 476 4339.0243819781645
1R 477 3342.571305807629
1R 478 3220.4323695902817
1R 479 1923.0533240736465
1R 480 1618.2795490557482
1R 481 1312.3970340085257
1R 482 1386.504578375913
1R 483 1432.416986796635
1R 484 1418.1992588339838
1R 485 1503.905617951416
1R 486 1607.5207222479046
1R 487 2356.2204223371377
1R 488 2475.848676832339
1R 489 3960.641429636622
1R 490 3724.595100978443
1R 491 3479.141927958531
1R 492 3478.4116641117666
1R 493 3477.8703112423455
1R 494 3477.540580988464
1R 495 1796.170123026693
1R 496 1796.1764560750917
1R 497 2040.6636250868316
1R 498 2034.0728349427334
1R 499 1853.617995843091
1R 500 1742.3145598620636
1R 501 1740.1925721509072
1R 502 1620.1683631326619
1R 503 1495.6402496945755
1R 504 1375.5627332700053
1R 505 1312.2742150872552
1R 506 1314.4981156840213
1R 507 1312.31390392706
1R 508 1314.5619849375462
1R 509 1492.379176909985
1R 510 1593.1865398958332
1R 511 1859.4639291357028
1R 512 1960.4386526624955
1R 513 1674.0000720460112
1R 514 1468.7407857994544
1R 515 1245.5387272846417
1R 516 1224.0006467196451
1R 517 1205.1355593743103
1R 518 1243.0694339984423
1R 519 1221.9018617633235
1R 520 1248.1017412125113
1R 521 1466.7343001970946
1R 522 1984.3640944722745
1R 523 1958.3215325409478
1R 524 1862.3053444670434
1R 525 1836.2624521380644
1R 526 1740.3707124199077
1R 527 1598.756761244378
1R 528 1508.1138211245773
1R 529 1667.912885857257
1R 530 1697.0657849157305
1R 531 1668.7175798652554
1R 532 1697.26959091862
1R 533 1729.6116433404627
1R 534 2067.1739415360157
1R 535 2361.1453563532555
1R 536 3223.331754613271
1R 537 6398.960759201695
1R 538 6214.077390626152
1R 539 5968.96036149163
1R 540 5968.439213680566
1R 541 5719.208356743688
1R 542 5968.1034715551195
1R 543 5967.981431832028
1R 544 5967.8209490401205
1R 545 6212.301450940893
1R 546 5655.67469517578
1R 547 4461.54070837457
1R 548 4339.432827705614
1R 549 3343.282344518104
1R 550 3221.138727414712
1R 551 1923.0533363470604
1R 552 1613.9283897894334
1R 553 1561.4765674607854
1R 554 1563.6731353425646
1R 555 1561.638271816033
1R 556 1563.8227622296088
1R 557 1732.323942856027
1R 558 2029.3902638868333
1R 559 2352.955304287653
1R 560 3219.006397994391
1R 561 6397.028401298514
1R 562 6213.161120089709
1R 563 5968.354824131953
1R 564 5968.088462902197
1R 565 5718.802920088659
1R 566 5967.542661228007
1R 567 5967.408272421776
1R 568 5967.366487256515
1R 569 6211.959032096461
1R 570 5655.326441522308
1R 571 4460.928369430657
1R 572 4338.748195264002
1R 573 3342.211950522888
1R 574 3220.084118278033
1R 575 1923.053340702336
1R 576 1613.9283944928911
1R 577 1552.8173607356673
1R 578 1561.4255983303506
1R 579 1563.5782567167785
1R 580 1561.479652409857
1R 581 1624.7096845411286
1R 582 1931.7603558732417
1R 583 2350.501929198668
1R 584 3217.6765694890455
1R 585 6396.232495249752
1R 586 6212.0722581939035
1R 587 5967.318102572609
1R 588 5967.300168951214
1R 589 5718.16214524528
1R 590 5967.1920577366045
1R 591 5967.110192327005
1R 592 5967.109721681065
1R 593 6211.646717903518
1R 594 5655.062960897842
1R 595 4460.7775798440325
1R 596 4338.716358467362
1R 597 3342.263278484834
1R 598 3220.127879285791
1R 599 1923.0533438419768
1R 600 1613.9283999947663
1R 601 1563.6728697757899
1R 602 1561.6629317963552
1R 603 1602.240632045327
1R 604 1656.9899774158948
1R 605 1744.3181097083145
1R 606 2027.3995555640504
1R 607 2353.18729282161
1R 608 3220.6649015822272
1R 609 6398.8349444359155
1R 610 6214.309124471018
1R 611 5969.228005561747
1R 612 5968.656314008539
1R 613 5718.951422119899
1R 614 5967.708950494147
1R 615 5967.542247341727
1R 616 5967.556534837802
1R 617 6212.10871590525
1R 618 5655.4952799605435
1R 619 4461.137881073087
1R 620 4338.979230823973
1R 621 3342.476483677365
1R 622 3220.3395802422683
1R 623 1923.053347545912
1R 624 1616.1282752418429
1R 625 1563.690345081688
1R 626 1561.6713671253217
1R 627 1563.8844578072574
1R 628 1561.8127746852736
1R 629 1625.1036558078017
1R 630 1932.1137500459433
1R 631 2350.2037339427193
1R 632 3217.362984552063
1R 633 6396.507013662127
1R 634 6212.366640806517
1R 635 5967.549768642059
1R 636 5967.482179112465
1R 637 5725.510550788974
1R 638 5984.667048049665
1R 639 5983.092199736739
1R 640 5970.949481846604
1R 641 6211.510165746807
1R 642 5654.970932027224
1R 643 4460.706231060004
1R 644 4338.722215938243
1R 645 3342.3243854368898
1R 646 3220.2393993517303
1R 647 1923.0533511688052
1R 648 1618.256450329275
1R 649 1312.2961017563557
1R 650 1314.6839198038447
1R 651 1312.5425397060005
1R 652 1314.9819237218082
1R 653 1435.6325784375936
1R 654 1617.5016071963557
1R 655 2351.5137713360186
1R 656 2471.4265396678056
1R 657 3906.2483921843636
1R 658 3722.208881695404
1R 659 3477.2513198621346
1R 660 3476.9643164555996
1R 661 3476.594415310012
1R 662 3476.421261336651
1R 663 1794.6605052236307
1R 664 1795.1208014981078
1R 665 2040.0662100015322
1R 666 1982.452737739468
1R 667 1856.8968092272116
1R 668 1740.1422557805786
1R 669 1771.1756818704862
1R 670 1713.481362195788
1R 671 1618.0670523684535
1R 672 1469.7947203156034
1R 673 1446.6407727319413
1R 674 1418.3400826008683
1R 675 1447.5625369731752
1R 676 1418.6579142380072
1R 677 1509.048246699119
1R 678 1602.2329494497087
1R 679 1875.9777944391617
1R 680 1969.0272391412896
1R 681 1690.1138219291076
1R 682 1477.1514641505555
1R 683 1256.6832225524429
1R 684 1222.983392952393
1R 685 1249.206950691911
1R 686 1222.5635401030372
1R 687 1248.7126033817208
1R 688 1222.317456104353
1R 689 1493.1150276782519
1R 690 1862.2302542218758
1R 691 1997.3670437350208
1R 692 1846.7948512108032
1R 693 1877.0787740722126
1R 694 1725.6898017514454
1R 695 1633.795528807012
1R 696 1481.9314595015069
1R 697 1700.1559507581685
1R 698 1670.2929792841671
1R 699 1700.5268237035798
1R 700 1670.3887206477857
1R 701 1761.6723302529106
1R 702 2040.7099872298386
1R 703 2369.7685413838726
1R 704 3235.4698644053988
1R 705 6407.668590336991
1R 706 6218.968159636999
1R 707 5971.591672469814
1R 708 5970.037919450447
1R 709 5724.928657534763
1R 710 5981.446629787507
1R 711 5981.117752729471
1R 712 5975.48906749303
1R 713 6212.368524380799
1R 714 5603.928606183231
1R 715 4461.417141933675
1R 716 4339.884458079637
1R 717 3343.9508356048873
1R 718 3221.746584116384
1R 719 1923.0533622926182
1R 720 1620.4161370354225
1R 721 1563.884583326849
1R 722 1680.8290018203838
1R 723 1660.0141032254453
1R 724 1688.3994271847819
1R 725 1733.806921147343
1R 726 2062.380629873491
1R 727 2355.975500917971
1R 728 3173.5912168318055
1R 729 6401.446427022573
1R 730 6216.536001228006
1R 731 5971.140116024423
1R 732 5970.095764718077
1R 733 5719.807204177475
1R 734 5967.928986146004
1R 735 5967.655665689633
1R 736 5967.597488748684
1R 737 6212.161276551347
1R 738 5604.164115100798
1R 739 4461.107399184467
1R 740 4338.907059370049
1R 741 3342.4252054213935
1R 742 3220.4018276102606
1R 743 1923.05336442073
1R 744 1613.9284205224933
1R 745 1559.248844231464
1R 746 1561.4385425825003
1R 747 1563.611791611777
1R 748 1561.5738950182856
1R 749 1624.8962881797488
1R 750 1951.0318867137385
1R 751 2351.4334618074618
1R 752 3166.679433789619
1R 753 6396.664663783794
1R 754 6212.739471993228
1R 755 5967.978382838745
1R 756 5967.8269760095745
1R 757 5718.748566485634
1R 758 5967.622948622999
1R 759 5967.163098213513
1R 760 6140.5801900300785
1R 761 6467.477661412437
1R 762 5795.34325991794
1R 763 4486.723554485694
1R 764 4338.161536839705
1R 765 3394.4338902060326
1R 766 3219.6283301313238
1R 767 1923.0533681696895
1R 768 1613.9284212818902
1R 769 1552.817388797331
1R 770 1552.817388311077
1R 771 1552.8173872635296
1R 772 1552.8173894066495
1R 773 1613.9284241273772
1R 774 1923.0611222956866
1R 775 2347.1758121605453
1R 776 3164.3712520759027
1R 777 6395.361584116325
1R 778 6211.5736407863305
1R 779 6197.352484297068
1R 780 6205.187765892771
1R 781 5717.734589761834
1R 782 6253.819656519445
1R 783 6595.092220611995
1R 784 6634.554145680353
1R 785 6845.033176048032
1R 786 6081.642714265584
1R 787 4517.6831347177
1R 788 4337.7470129060275
1R 789 3341.2700796987556
1R 790 3219.2188228391437
1R 791 1923.053371198272
1R 792 1613.928425325003
1R 793 1552.8173896917986
1R 794 1552.8173914777317
1R 795 1552.817390802379
1R 796 1557.1014163903105
1R 797 1622.487960060514
1R 798 1933.8553822895003
1R 799 2348.2229313963
1R 800 3164.9962465030662
1R 801 6395.5665110129485
1R 802 6211.590886898462
1R 803 5971.637648695156
1R 804 5988.599406843554
1R 805 5751.177016760549
1R 806 6291.385811123758
1R 807 6564.082223454113
1R 808 6544.157112205559
1R 809 6637.174880631928
1R 810 5713.800198125663
1R 811 4459.798770547328
1R 812 4337.657002410132
1R 813 3341.05855652518
1R 814 3218.9726102082413
1R 815 1923.0533723688839
1R 816 1613.928428302559
1R 817 1303.613563464091
1R 818 1303.613562593636
1R 819 1305.0695356831106
1R 820 1314.4913486238256
1R 821 1373.8265043840277
1R 822 1569.9421228164204
1R 823 2351.041911867077
1R 824 2424.4590884798067
1R 825 3911.265315168247
1R 826 3726.908440107219
1R 827 3481.9158270675866
1R 828 3481.74458773474
1R 829 3481.226365792619
1R 830 3481.2013994662125
1R 831 1799.9663642549706
1R 832 1800.4548513868656
1R 833 2045.2450511724035
1R 834 1937.1672683240688
1R 835 1880.5592575190656
1R 836 1865.1009648887907
1R 837 1849.3443981993871
1R 838 1751.6765800274584
1R 839 1605.961438043161
1R 840 1508.0516110690833
1R 841 1423.7607559615983
1R 842 1447.7147616036966
1R 843 1424.3731932909234
1R 844 1448.1793505773671
1R 845 1486.4056485522806
1R 846 1632.0364763843643
1R 847 1853.5933075189573
1R 848 1948.4303306352783
1R 849 1696.858634199027
1R 850 1507.7069029223521
1R 851 1238.858312604335
1R 852 1261.2947938076782
1R 853 1237.3889875836737
1R 854 1288.3927185875432
1R 855 1237.325372316872
1R 856 1260.8818130133843
1R 857 1481.8222844769928
1R 858 1843.8837448467082
1R 859 1976.2116744756906
1R 860 1878.150557496489
1R 861 1855.3526657323994
1R 862 1756.772690247434
1R 863 1611.5663901236012
1R 864 1512.981279660301
1R 865 1677.6896567848605
1R 866 1733.5917041115028
1R 867 1677.4628349288039
1R 868 1700.4620662138982
1R 869 1737.8975001928259
1R 870 2086.6536397935038
1R 871 2373.5141769026245
1R 872 3195.645882460556
1R 873 6416.879823169939
1R 874 6228.499986429567
1R 875 5980.66868143272
1R 876 5978.618690199052
1R 877 5727.138662565261
1R 878 5973.61158702661
1R 879 5972.851191814395
1R 880 5972.133282993875
1R 881 6216.740673771716
1R 882 5557.724187436557
1R 883 4467.196171323976
1R 884 4345.999634386912
1R 885 3350.2976366500125
1R 886 3227.7029150774147
1R 887 1928.268374272912
1R 888 1730.2224065719713
1R 889 1663.7051013128541
1R 890 1696.2145667490618
1R 891 1667.6119012917259
1R 892 1697.0310282622895
1R 893 1729.292031662145
1R 894 2067.7695829464637
1R 895 2356.655078045878
1R 896 3173.38941150639
1R 897 6401.457446650991
1R 898 6216.132642348741
1R 899 5969.7618127581
1R 900 5969.101365934928
1R 901 5719.2943213053395
1R 902 5971.885951648376
1R 903 5968.054280109632
1R 904 5967.387555145754
1R 905 6211.8031161309955
1R 906 5553.0133567543035
1R 907 4461.81317671566
1R 908 4339.465650847678
1R 909 3343.0320498440888
1R 910 3221.032220028199
1R 911 1923.0533812925469
1R 912 1613.9284368180088
1R 913 1561.5486167298602
1R 914 1563.7707137111286
1R 915 1561.72016631083
1R 916 1625.7586381014285
1R 917 1718.1222212286482
1R 918 2053.2776600954985
1R 919 2352.687496103776
1R 920 3117.576353578059
1R 921 6397.79147697143
1R 922 6213.086199739321
1R 923 5967.70854708334
1R 924 5967.603465621959
1R 925 5720.96280627905
1R 926 5972.307263148966
1R 927 5967.072762407623
1R 928 5967.100115101049
1R 929 6211.577301199117
1R 930 5552.228406700708
1R 931 4460.614658517844
1R 932 4338.472635307357
1R 933 3341.9574703416934
1R 934 3219.8608043430763
1R 935 1923.05338298243
1R 936 1613.928438672978
1R 937 1552.8174032678928
1R 938 1557.1141822712507
1R 939 1561.3933107401433
1R 940 1563.6088063177817
1R 941 1622.644474274601
1R 942 1934.1821092849987
1R 943 2350.141683414588
1R 944 3114.5572606905125
1R 945 6396.014465816264
1R 946 6211.901530688518
1R 947 5967.927078409096
1R 948 5975.757452830505
1R 949 5729.76224810644
1R 950 5975.795711663045
1R 951 5970.13209522295
1R 952 5966.866596553568
1R 953 6211.366543125352
1R 954 5552.006843820783
1R 955 4460.2448118507255
1R 956 4338.143590311564
1R 957 3341.6688112099423
1R 958 3219.4779454262743
1R 959 1923.0533848434022
1R 960 1613.928441038214
1R 961 1552.81740360707
1R 962 1552.817404768677
1R 963 1559.2303481491492
1R 964 1561.3828252888645
1R 965 1624.628980765554
1R 966 1931.6698371937891
1R 967 2348.591580701726
1R 968 3113.691241513426
1R 969 6395.913472491181
1R 970 6212.30809260156
1R 971 5967.594170724816
1R 972 5967.335454069809
1R 973 5718.094622920806
1R 974 5966.983229941527
1R 975 5966.830121343079
1R 976 5966.771228798183
1R 977 6211.263166674942
1R 978 5551.984154304146
1R 979 4460.367393717121
1R 980 4338.249710165568
1R 981 3341.7587917501846
1R 982 3219.623019906412
1R 983 1923.0533874517653
1R 984 1613.9284411822894
1R 985 1303.61357484904
1R 986 1307.9140745967106
1R 987 1312.2021780555751
1R 988 1314.4461587013739
1R 989 1373.4193942495065
1R 990 1497.9073677030374
1R 991 2348.9972401361692
1R 992 2366.451373414175
1R 993 3904.7742194504804
1R 994 3721.1253818315845
1R 995 3476.6082290385157
1R 996 3476.5903949491317
1R 997 3476.5217763617943
1R 998 3476.4512805935174
1R 999 1794.902184372516
1R 1000 1795.1761760816569
1R 1001 2039.8013453148092
1R 1002 1879.1621448456972
1R 1003 1853.6180805323463
1R 1004 1737.817475297007
1R 1005 1740.0197521320572
1R 1006 1619.969154788325
1R 1007 1495.6726185672576
1R 1008 1375.643584383573
1R 1009 1312.4647691352018
1R 1010 1314.6550998416817
1R 1011 1312.604932818153
1R 1012 1376.5862566925293
1R 1013 1468.9913631251723
1R 1014 1617.2451682155709
1R 1015 1835.8807610175058
1R 1016 1881.5665644004719
1R 1017 1650.416980614888
1R 1018 1492.9968354346988
1R 1019 1222.531725752126
1R 1020 1248.2816237089305
1R 1021 1198.3119049766394
1R 1022 1128.9826726025476
1R 1023 1126.7228653163775
1R 1024 1128.8060422125495
1R 1025 1371.0694927927154
1R 1026 1659.1954383388227
1R 1027 1909.9833383623252
1R 1028 1837.4922505126522
1R 1029 1859.271641462833
1R 1030 1715.506813295761
1R 1031 1615.1374698974817
1R 1032 1471.3504908482419
