param bd :=
1R 106 24.597296384195342
1R 107 21.490863583378434
1R 108 21.578143503946148
1R 109 21.14652367859148
1R 110 20.92019111572917
1R 111 20.805672639452805
1R 112 22.131174605020252
1R 113 30.53364200136713
1R 114 40.702123486396125
1R 115 42.717162227198
1R 116 41.7728047847299
1R 117 41.30700578805341
1R 118 35.85838733976541
1R 119 29.091067512515426
1R 120 23.5274806736011
1R 121 20.129805421280544
1R 122 19.739650845848722
1R 123 19.560706150946526
1R 124 19.520155110734027
1R 125 21.63868018920374
1R 126 25.98727904956521
1R 127 31.119803916965243
1R 128 30.69226586752946
1R 129 27.484544790940536
1R 130 24.63617029807124
1R 131 21.504785131258824
1R 132 21.239810006574533
1R 133 20.42716891469147
1R 134 20.13811499118779
1R 135 19.929352617032787
1R 136 21.248890664572535
1R 137 28.688139685453365
1R 138 40.05863165318953
1R 139 42.292580185239224
1R 140 41.45707670962081
1R 141 41.193742298543754
1R 142 35.94104654634632
1R 143 29.27253540671635
1R 144 23.535486840676008
1R 145 19.934971015343905
1R 146 19.467758252208043
1R 147 19.34480155546927
1R 148 19.243807319394133
1R 149 21.41473355886261
1R 150 25.999433593726906
1R 151 31.203959132916886
1R 152 29.56456992303594
1R 153 25.29342983585328
1R 154 22.442021804411024
1R 155 19.267866851549705
1R 156 19.069692502798233
1R 157 18.683243244772036
1R 158 18.200827897336776
1R 159 18.072501343010316
1R 160 19.43433494093989
1R 161 26.849983741899784
1R 162 40.4837276545198
1R 163 42.6823823897537
1R 164 41.77763104404135
1R 165 41.32337883957141
1R 166 35.83744168723454
1R 167 29.001685412251188
1R 168 23.268579501241152
1R 169 19.781018806630687
1R 170 19.37281217518669
1R 171 19.2512613270455
1R 172 19.280354032285878
1R 173 21.365411987746054
1R 174 25.804475238164102
1R 175 31.0657589025959
1R 176 29.444998494477147
1R 177 25.02822678867728
1R 178 22.051264580405554
1R 179 18.9654064332534
1R 180 18.888272863622756
1R 181 18.595385156905643
1R 182 18.218123558758982
1R 183 18.01129926278627
1R 184 19.252724022683612
1R 185 26.683180555331898
1R 186 40.45445706350891
1R 187 42.830091505210234
1R 188 41.98568824205379
1R 189 41.677903251664056
1R 190 36.44682704437753
1R 191 29.912677589443195
1R 192 24.18938869408671
1R 193 20.629814974349255
1R 194 20.507448550224495
1R 195 20.55813146484346
1R 196 20.59136235046724
1R 197 22.850541965387027
1R 198 27.412710361910523
1R 199 32.62121749202577
1R 200 31.07911738834071
1R 201 28.503780803865197
1R 202 25.050484304734823
1R 203 21.951779209259758
1R 204 22.1318509747006
1R 205 21.346928747099913
1R 206 20.754220976286724
1R 207 20.453604710494727
1R 208 21.84486185641678
1R 209 29.356056337281572
1R 210 40.839025931104054
1R 211 43.03729117946162
1R 212 42.28498605069437
1R 213 41.90347261767853
1R 214 36.596455154744824
1R 215 30.063071603905236
1R 216 24.745370646684638
1R 217 21.541543974280582
1R 218 21.07862596513895
1R 219 20.973072855165082
1R 220 21.013175011033155
1R 221 23.222312835243326
1R 222 27.641218386743677
1R 223 32.8846792772614
1R 224 31.504042603329662
1R 225 28.869240982478832
1R 226 25.49648390032376
1R 227 22.14216527037455
1R 228 21.86718843932118
1R 229 21.20288875280755
1R 230 20.89375413748774
1R 231 20.723242694988613
1R 232 22.123500147039426
1R 233 29.537183702195204
1R 234 40.975302251325196
1R 235 43.077791522763626
1R 236 42.29077960272462
1R 237 42.26254917238037
1R 238 36.98292354000157
1R 239 30.164113042974847
1R 240 24.534371668624626
1R 241 21.120334853136185
1R 242 20.879802414903125
1R 243 20.896854437355227
1R 244 20.967076193379288
1R 245 23.078498830623406
1R 246 27.35700229868182
1R 247 32.352419348876715
1R 248 30.86914268690097
1R 249 28.747507678711383
1R 250 25.915503792512297
1R 251 22.878585430354157
1R 252 22.180530633516167
1R 253 21.131440322870063
1R 254 20.742472680850288
1R 255 20.497709551880412
1R 256 21.729604785098886
1R 257 29.257510299579785
1R 258 40.88855316279415
1R 259 43.04283059754463
1R 260 42.435864871009855
1R 261 42.037858424259944
1R 262 36.84320781800794
1R 263 30.37859839213454
1R 264 24.95051491798757
1R 265 21.629626574368842
1R 266 21.23890342945163
1R 267 21.173271849921836
1R 268 21.082119225358078
1R 269 23.294826251445176
1R 270 27.916165851948154
1R 271 33.144780163880036
1R 272 31.523914116288125
1R 273 28.8355947569937
1R 274 25.18178489070496
1R 275 21.62425437992466
1R 276 21.462884405437176
1R 277 20.802896645671087
1R 278 20.44542320217432
1R 279 20.193473710608856
1R 280 21.50453592157268
1R 281 28.974949793543402
1R 282 40.470218307541266
1R 283 42.67267017412581
1R 284 42.002277283529665
1R 285 41.96991572002698
1R 286 36.73911671185719
1R 287 29.82888488022651
1R 288 24.330812573472446
1R 289 21.146336002933833
1R 290 20.69751298707585
1R 291 20.53371922985001
1R 292 20.38653323100039
1R 293 22.468914156511754
1R 294 27.232647341101135
1R 295 32.46941322045428
1R 296 30.733328330374295
1R 297 28.22745002747167
1R 298 24.89905218562094
1R 299 21.57002292908755
1R 300 21.52234768482934
1R 301 20.90386322763529
1R 302 20.591164536281866
1R 303 20.359950949724208
1R 304 21.723098988249852
1R 305 29.211037728937036
1R 306 40.63199627218844
1R 307 42.73414184809516
1R 308 41.849720043163806
1R 309 41.54978575531941
1R 310 36.21663607566432
1R 311 29.60898626690035
1R 312 24.12187154656063
1R 313 20.674067505051376
1R 314 20.406078733186025
1R 315 20.381730436394133
1R 316 20.33190775889238
1R 317 22.451189492697544
1R 318 27.103121260800272
1R 319 32.49907639178019
1R 320 30.8256676429696
1R 321 26.346048551824715
1R 322 23.274213347866805
1R 323 19.993089904398527
1R 324 19.967721420301483
1R 325 19.120608445495236
1R 326 18.107154598155713
1R 327 17.65858961649491
1R 328 19.012367122179583
1R 329 26.58910814353322
1R 330 40.33475165246787
1R 331 42.61235522390836
1R 332 41.77563843727837
1R 333 41.49381530927985
1R 334 36.32625198960709
1R 335 29.508561621933143
1R 336 23.700127955207183
1R 337 20.405586881255974
1R 338 20.185098784235695
1R 339 20.18475635430604
1R 340 20.237623525205144
1R 341 22.443085470365713
1R 342 26.933825405030777
1R 343 32.17111803505209
1R 344 30.550180536812082
1R 345 25.647189898264507
1R 346 22.06483150346927
1R 347 18.6437837916866
1R 348 18.448752689855656
1R 349 17.989579891076634
1R 350 17.458205887017662
1R 351 17.3337900643712
1R 352 18.588068456798435
1R 353 25.93420070137217
1R 354 39.66798301802329
1R 355 41.981906524153636
1R 356 41.05641205048722
1R 357 40.777078993192625
1R 358 35.457603749408875
1R 359 28.62354746402787
1R 360 22.948138203422506
1R 361 19.63867361652069
1R 362 19.296351631088836
1R 363 19.107639906565904
1R 364 18.938410998400048
1R 365 21.020680275073573
1R 366 25.614447790814886
1R 367 31.175395653899486
1R 368 29.560386256310984
1R 369 24.80703751596985
1R 370 21.54133229887618
1R 371 18.26388288999267
1R 372 18.34774967437687
1R 373 18.424108030979664
1R 374 18.12931422785888
1R 375 18.08589613225295
1R 376 19.295983401411902
1R 377 26.418513220816155
1R 378 39.896245059933015
1R 379 42.1494145751546
1R 380 41.57048986837168
1R 381 41.325361613200194
1R 382 35.95898912032873
1R 383 29.054892633665418
1R 384 23.295837403286487
1R 385 19.991430109012622
1R 386 19.544896905881878
1R 387 19.31371309442387
1R 388 19.214797251846594
1R 389 21.331522766438514
1R 390 26.051474328764037
1R 391 31.42983943419161
1R 392 30.028484152211455
1R 393 27.65340121994178
1R 394 24.310536141124466
1R 395 21.020767355637073
1R 396 21.114989735547848
1R 397 20.906307195698492
1R 398 20.95786490529178
1R 399 21.01680770777771
1R 400 22.14289921407305
1R 401 29.12073195736704
1R 402 39.110514854508516
1R 403 42.507661224033136
1R 404 41.90604060403952
1R 405 41.64626791682054
1R 406 36.43127316317128
1R 407 29.8190174910622
1R 408 24.219063189341277
1R 409 20.898618092011404
1R 410 20.7941718391396
1R 411 20.684658362252403
1R 412 20.606709101527084
1R 413 22.819580166887572
1R 414 27.465195636192366
1R 415 32.69128874436793
1R 416 31.021461543467773
1R 417 28.420489852977806
1R 418 25.034479334526285
1R 419 21.689413193597915
1R 420 21.619414435666684
1R 421 21.011086533370694
1R 422 20.832369554922355
1R 423 20.609816686535723
1R 424 21.81030256521255
1R 425 29.113984213051843
1R 426 39.45867102467491
1R 427 42.79847547674065
1R 428 42.026462103535415
1R 429 41.81547331712603
1R 430 36.66131736912976
1R 431 30.070974933952527
1R 432 24.36425053168708
1R 433 20.846281726208563
1R 434 20.38675569862211
1R 435 20.153443122245488
1R 436 20.04891658339705
1R 437 22.146781330951292
1R 438 26.795013331625135
1R 439 32.15920863712237
1R 440 30.79811765085857
1R 441 28.32587152446601
1R 442 24.944596865442307
1R 443 21.643084182350652
1R 444 21.5760282650647
1R 445 20.99895636710905
1R 446 20.71304783271325
1R 447 20.443968316452633
1R 448 21.682016848319126
1R 449 29.15482176850288
1R 450 39.57202985819581
1R 451 42.83066853591306
1R 452 41.9997248686328
1R 453 41.66713770465636
1R 454 36.59412328900485
1R 455 30.073358003693585
1R 456 24.758568473660542
1R 457 21.484509680088326
1R 458 21.089988878930374
1R 459 21.090469356404146
1R 460 21.201082485935686
1R 461 23.56837647246939
1R 462 27.982655329005585
1R 463 33.20798664488631
1R 464 31.737763076045365
1R 465 28.909755960416955
1R 466 25.195191879519907
1R 467 21.56843324318594
1R 468 21.434817642414135
1R 469 20.84855307765928
1R 470 20.69974036162876
1R 471 20.538998037814814
1R 472 21.768095737304197
1R 473 29.056402863805125
1R 474 39.37627527277942
1R 475 42.70955182000346
1R 476 41.98503166365175
1R 477 41.899888372511874
1R 478 36.8716250650403
1R 479 30.26890716447745
1R 480 24.613851629353896
1R 481 21.18649611632469
1R 482 21.014943864154613
1R 483 21.13702766748011
1R 484 21.211208442593232
1R 485 23.325445605155267
1R 486 28.028938648906962
1R 487 33.27237173775013
1R 488 31.47426440725484
1R 489 26.632352716979838
1R 490 23.064650865679642
1R 491 19.48268392980782
1R 492 19.2280506361685
1R 493 18.817324976182228
1R 494 18.167107675208637
1R 495 17.83434929604918
1R 496 19.16285754154915
1R 497 26.750962322894043
1R 498 39.57904175792264
1R 499 43.051456598647306
1R 500 42.20696132170912
1R 501 41.80772905652433
1R 502 36.37645852656336
1R 503 29.58178440963178
1R 504 23.83530403719184
1R 505 20.259815234366002
1R 506 19.737786913733387
1R 507 19.495110015945016
1R 508 19.49811962741617
1R 509 21.62098026412569
1R 510 26.327161664625745
1R 511 31.7777463203733
1R 512 30.155417242099226
1R 513 25.674375851964683
1R 514 22.57381312891214
1R 515 19.562296468718987
1R 516 19.273214728359505
1R 517 18.796334816443217
1R 518 18.212576933508117
1R 519 18.081328696954284
1R 520 19.51328430284042
1R 521 27.06913955695248
1R 522 39.74574929294982
1R 523 43.225490286488835
1R 524 42.43129915346653
1R 525 42.01470003266207
1R 526 36.69588136888807
1R 527 30.055883242896343
1R 528 24.459927529132717
1R 529 21.005647465667376
1R 530 20.67004446324183
1R 531 20.638769219338855
1R 532 20.778037253114626
1R 533 23.09001129574296
1R 534 27.729618943892582
1R 535 32.99618388837595
1R 536 31.433845351180196
1R 537 29.13325922471878
1R 538 25.723830066650468
1R 539 22.145207562283503
1R 540 21.798244452852856
1R 541 21.05033758021171
1R 542 20.706164111751406
1R 543 20.55403425521711
1R 544 21.871435572939827
1R 545 29.327711379196465
1R 546 39.94152855444812
1R 547 43.27533185532605
1R 548 42.63257878530312
1R 549 42.442340043389954
1R 550 37.27376833504768
1R 551 30.432559557296518
1R 552 24.654245416106434
1R 553 21.344038056815084
1R 554 20.887220172937482
1R 555 20.82473415063474
1R 556 20.896823500832298
1R 557 23.093097916428658
1R 558 27.57737303313209
1R 559 32.65934354590904
1R 560 31.113831430555614
1R 561 28.725545963054536
1R 562 25.336979169625657
1R 563 21.80669270137123
1R 564 21.652464662908677
1R 565 21.008404566253294
1R 566 20.615275271565782
1R 567 20.33901434023633
1R 568 21.64651162515416
1R 569 29.06884590551873
1R 570 39.48791069255268
1R 571 42.83515492647101
1R 572 42.081854099046026
1R 573 41.93795188858954
1R 574 36.68799735463122
1R 575 30.121287275745082
1R 576 24.621511252976703
1R 577 21.316937095991978
1R 578 21.146897102944124
1R 579 21.100599242525803
1R 580 21.082097504200288
1R 581 23.312034957681288
1R 582 27.967887884940822
1R 583 33.175236924991395
1R 584 31.578386977184227
1R 585 29.01466062992133
1R 586 25.691550250865497
1R 587 22.40305233782184
1R 588 22.15023514997629
1R 589 21.444346775436905
1R 590 21.005511716900294
1R 591 20.803843581891236
1R 592 22.070326784987202
1R 593 29.529241283981086
1R 594 40.022865163828165
1R 595 43.21016677884617
1R 596 42.369562825699475
1R 597 42.039337824283294
1R 598 36.76731256982581
1R 599 30.223422825199226
1R 600 24.64793664404058
1R 601 21.0662415632777
1R 602 20.729623398748476
1R 603 20.737990549288398
1R 604 20.63917037343309
1R 605 22.763714179077283
1R 606 27.37151686441072
1R 607 32.55775846042415
1R 608 30.91390780294487
1R 609 28.695241248508925
1R 610 25.668331985875295
1R 611 21.999290004396677
1R 612 21.387814007123925
1R 613 20.535819018074275
1R 614 20.183380638681466
1R 615 19.989501373525076
1R 616 21.429488333723803
1R 617 28.98927493283262
1R 618 38.357891657818435
1R 619 42.70216494883716
1R 620 41.85787176262727
1R 621 41.487110783075416
1R 622 36.00449764189621
1R 623 29.325091577450177
1R 624 23.822582243555864
1R 625 20.446016433800594
1R 626 20.14528386337211
1R 627 20.028658128316927
1R 628 19.863492958903908
1R 629 22.04854428916784
1R 630 26.79617489799007
1R 631 32.218651392884304
1R 632 30.59095744648722
1R 633 27.7475116055436
1R 634 24.294754658942935
1R 635 21.083352679090517
1R 636 20.95458154427044
1R 637 20.39992173924645
1R 638 20.36919587730968
1R 639 20.245917082174664
1R 640 21.55230729111397
1R 641 28.790648271368806
1R 642 37.85233284834195
1R 643 42.203763593313425
1R 644 41.441620074561015
1R 645 41.214518343634545
1R 646 35.96199335481133
1R 647 29.272273353024037
1R 648 23.925057856754183
1R 649 20.63771677370823
1R 650 20.30877166219343
1R 651 20.28127659491446
1R 652 20.465160080384894
1R 653 22.681107279653215
1R 654 27.329595375986166
1R 655 32.62469281663937
1R 656 30.935536089823053
1R 657 26.22189585607722
1R 658 22.812805631335394
1R 659 19.288164961096445
1R 660 18.990988558348167
1R 661 18.620755548328475
1R 662 17.890703176651915
1R 663 17.381582727721455
1R 664 18.695602730545183
1R 665 26.40003591440931
1R 666 38.11281442015519
1R 667 42.537738994003185
1R 668 41.60132232576419
1R 669 41.21430155511061
1R 670 35.79698178233518
1R 671 28.982732851089107
1R 672 23.339294124754492
1R 673 19.853465894261145
1R 674 19.35129089960655
1R 675 19.163174098673185
1R 676 19.051159084481792
1R 677 21.08728399971918
1R 678 25.628689759804207
1R 679 30.88179971446331
1R 680 29.29526759416479
1R 681 25.000197844567257
1R 682 22.028841240347212
1R 683 18.84966876546919
1R 684 18.99106138089005
1R 685 19.060883782958204
1R 686 18.734899340851268
1R 687 18.98510526141006
1R 688 20.579574560782675
1R 689 27.989676006987708
1R 690 39.380503300458024
1R 691 43.727267537686515
1R 692 42.883020971933576
1R 693 42.51346682161831
1R 694 37.1190948151381
1R 695 30.403720551626602
1R 696 24.731884756464677
1R 697 21.189878247152876
1R 698 20.606338546683915
1R 699 20.31551366390681
1R 700 20.256684416964394
1R 701 22.310053128468986
1R 702 26.668328808459545
1R 703 31.775497819464558
1R 704 30.4538838422226
1R 705 28.390214720975678
1R 706 25.345639098187785
1R 707 22.069956802966477
1R 708 21.76062513013537
1R 709 21.04803202137852
1R 710 20.78377882795635
1R 711 20.573637536769734
1R 712 21.8336407933375
1R 713 29.312377729971452
1R 714 38.74608249427165
1R 715 43.12796092812032
1R 716 42.28758125628426
1R 717 41.94855994605845
1R 718 36.55440860425965
1R 719 29.887905886078382
1R 720 24.2704639011214
1R 721 20.760885071943274
1R 722 20.282980372848076
1R 723 20.107526039808853
1R 724 20.190652133403656
1R 725 22.316660871268095
1R 726 26.753202894411512
1R 727 32.01113308571943
1R 728 29.450519647055206
1R 729 28.353745387367358
1R 730 25.195326530574444
1R 731 21.884061076549717
1R 732 22.09490388515096
1R 733 21.794266114045975
1R 734 21.495775281519133
1R 735 21.295837078734092
1R 736 22.444762360508655
1R 737 29.68841926817828
1R 738 38.974715112406905
1R 739 43.30123563644775
1R 740 42.43226077055558
1R 741 41.985429975865934
1R 742 36.68157901686646
1R 743 30.002517571459215
1R 744 24.29483109115503
1R 745 20.700125442221026
1R 746 20.145517647504118
1R 747 19.95202816846241
1R 748 19.950618483279676
1R 749 22.114125098613954
1R 750 26.623569771118007
1R 751 31.81234973833566
1R 752 29.22255444113273
1R 753 27.98725061186707
1R 754 24.675565792721102
1R 755 21.2860162235556
1R 756 21.14916705177107
1R 757 20.484004856831838
1R 758 20.24144987474919
1R 759 20.042939631126693
1R 760 21.33075962955778
1R 761 28.743990539276844
1R 762 37.96550211876891
1R 763 42.37480346018517
1R 764 41.58039397090468
1R 765 41.24544380193475
1R 766 35.88508931948051
1R 767 29.231858075956033
1R 768 23.721427007788186
1R 769 20.394247436349755
1R 770 20.05802097111761
1R 771 19.989900799827343
1R 772 20.077465990265576
1R 773 22.228586571329004
1R 774 26.68756203975619
1R 775 31.835070155375018
1R 776 29.238034870337785
1R 777 28.071122739478184
1R 778 24.945262989200774
1R 779 21.67864292071895
1R 780 21.62568969698814
1R 781 21.03745413397447
1R 782 20.77349821371829
1R 783 20.543770737091148
1R 784 21.830100214231916
1R 785 29.253856715130528
1R 786 38.48104526083015
1R 787 42.785282396375294
1R 788 42.0097987575196
1R 789 41.8204495300114
1R 790 36.59905097286727
1R 791 29.86507347479896
1R 792 24.097951583152085
1R 793 20.501817068521127
1R 794 20.0113112210935
1R 795 19.835329250029236
1R 796 19.8298968823113
1R 797 21.9861175840402
1R 798 26.499007509966344
1R 799 31.71600825330776
1R 800 29.208990528688346
1R 801 28.130133703195256
1R 802 25.03095096073478
1R 803 21.696909753773475
1R 804 21.548696148900895
1R 805 20.899769843799557
1R 806 20.550930527992257
1R 807 20.24331641902764
1R 808 21.446787254223437
1R 809 28.869475774453115
1R 810 38.11783591497492
1R 811 42.49745187174548
1R 812 41.707976279157634
1R 813 41.4141968528035
1R 814 36.12074508593916
1R 815 29.45642090812399
1R 816 23.850173036260703
1R 817 20.41972016691941
1R 818 19.99822420931861
1R 819 19.821226663500784
1R 820 19.781092264143986
1R 821 21.987076321077872
1R 822 26.6204185892252
1R 823 31.96698826809805
1R 824 29.19554648291689
1R 825 25.626253188203695
1R 826 22.383772690222806
1R 827 18.998284419624664
1R 828 18.79776989673886
1R 829 18.375053195123154
1R 830 17.74270320055856
1R 831 17.49201541099534
1R 832 18.758648158230745
1R 833 26.22545624991053
1R 834 36.762218881831636
1R 835 42.3544574731232
1R 836 41.50813643874308
1R 837 41.1429241277331
1R 838 35.780896347121455
1R 839 29.126703414161575
1R 840 23.624791839237187
1R 841 20.31873115707678
1R 842 19.96033830728769
1R 843 19.822593614420658
1R 844 19.81312184995236
1R 845 21.98295031530154
1R 846 26.52361861312835
1R 847 31.77460611009383
1R 848 28.93550502757391
1R 849 25.327378216506016
1R 850 22.055377947455653
1R 851 18.71954239331771
1R 852 18.6175759242776
1R 853 18.2946332981324
1R 854 17.78569902230597
1R 855 17.635744006206863
1R 856 19.000663341071093
1R 857 26.462196189808235
1R 858 36.94664817802202
1R 859 42.4862555354365
1R 860 41.62730430664599
1R 861 41.288545918957894
1R 862 35.91821267826375
1R 863 29.096445442028212
1R 864 23.300703804724982
1R 865 19.732862486031575
1R 866 19.247110054335643
1R 867 19.046855796257706
1R 868 19.082173469739566
1R 869 21.202265123420577
1R 870 25.619689805623292
1R 871 30.79805917019118
1R 872 28.300489079977996
1R 873 27.330438625005556
1R 874 24.47562854378269
1R 875 21.275131728352275
1R 876 21.00848520110018
1R 877 20.365393135969267
1R 878 20.094370068742034
1R 879 19.882537153765192
1R 880 21.186260292231896
1R 881 28.61471428980735
1R 882 36.75985253305806
1R 883 42.245068890751625
1R 884 41.47159462808696
1R 885 41.15193935939927
1R 886 35.806655329175484
1R 887 29.048608036998694
1R 888 23.38372604674349
1R 889 19.894277013730306
1R 890 19.523591517964142
1R 891 19.49178523931687
1R 892 19.60030197927263
1R 893 21.761253028187546
1R 894 26.22033234984466
1R 895 31.372239859173018
1R 896 28.834068970088815
1R 897 27.81750155572978
1R 898 24.90416759957303
1R 899 21.675533482012703
1R 900 21.379060970259935
1R 901 20.57811644917102
1R 902 20.233725304967706
1R 903 20.062709536050033
1R 904 21.398482874422744
1R 905 28.85941339897356
1R 906 37.045084093532076
1R 907 42.42246955040039
1R 908 41.54820484921189
1R 909 41.136281124877456
1R 910 35.70596727155266
1R 911 28.920973609735388
1R 912 23.20979408569996
1R 913 19.741891013765343
1R 914 19.238634075225896
1R 915 18.93902466805817
1R 916 18.8113791811716
1R 917 20.95211035210932
1R 918 25.54432878183334
1R 919 30.870120901394504
1R 920 28.3302374918582
1R 921 27.145153446972092
1R 922 24.1650078820364
1R 923 21.067576534394128
1R 924 21.13290593576625
1R 925 20.716243416969387
1R 926 20.56942721794249
1R 927 20.447495739934435
1R 928 21.801410856030415
1R 929 29.227467768490605
1R 930 37.305082284600424
1R 931 42.57302931405938
1R 932 41.696218705472134
1R 933 41.35699188563553
1R 934 36.00597015753134
1R 935 29.268694302556064
1R 936 23.588473108712382
1R 937 20.116566457334685
1R 938 19.74492260929868
1R 939 19.65026147066369
1R 940 19.68531333574579
1R 941 21.888743315332245
1R 942 26.451588607528617
1R 943 31.730081968767546
1R 944 29.03928039053168
1R 945 27.601302596099426
1R 946 24.22605891471761
1R 947 20.99389707351845
1R 948 21.030846534558968
1R 949 20.52106517650416
1R 950 20.300253182189522
1R 951 20.07800277597172
1R 952 21.375222205551413
1R 953 28.821800444803234
1R 954 36.971126917652654
1R 955 42.361311432467076
1R 956 41.52495439674972
1R 957 41.21423540687688
1R 958 35.888716966265044
1R 959 29.121103504641564
1R 960 23.383236201448966
1R 961 19.816294856469742
1R 962 19.38605147780541
1R 963 19.32662460739896
1R 964 19.448017264930645
1R 965 21.67782402029359
1R 966 26.22093786089985
1R 967 31.46310127861641
1R 968 28.96561085782806
1R 969 27.973097632811097
1R 970 25.018222336683262
1R 971 21.6481185381033
1R 972 21.413917272690377
1R 973 20.785738769669482
1R 974 20.403299785904146
1R 975 20.00949185401747
1R 976 21.225239443702637
1R 977 28.620930000332358
1R 978 36.690354602002415
1R 979 42.200612874437354
1R 980 41.438627500475086
1R 981 41.088674462492826
1R 982 35.696824164126454
1R 983 28.900355015828325
1R 984 23.216842469124487
1R 985 19.72822440250935
1R 986 19.34218555608716
1R 987 19.261512114737606
1R 988 19.32899805378732
1R 989 21.527082064418007
1R 990 26.066547185190526
1R 991 31.313294247420316
1R 992 27.567598325403125
1R 993 25.401444486340104
1R 994 22.504205163238307
1R 995 19.178825451470953
1R 996 18.77690717705103
1R 997 18.21657976932243
1R 998 17.502315093025096
1R 999 17.227398016578217
1R 1000 18.51333616414628
1R 1001 25.953596481859723
1R 1002 36.48272185781672
1R 1003 42.15552567651056
1R 1004 41.391097019272145
1R 1005 41.074347259150336
1R 1006 35.72614552069649
1R 1007 28.93412748296433
1R 1008 23.20717969890684
1R 1009 19.70020203732512
1R 1010 19.2201264530509
1R 1011 18.98830563917557
1R 1012 18.87959708640657
1R 1013 21.00553647890213
1R 1014 25.570596771552108
1R 1015 30.86803068399718
1R 1016 27.147644514448146
1R 1017 24.995721779098787
1R 1018 22.056699925141956
1R 1019 18.853394713600636
1R 1020 18.65638794009647
1R 1021 18.261398294553526
1R 1022 17.60154456577621
1R 1023 17.294549254770505
1R 1024 18.611070497979757
1R 1025 26.01194880013575
1R 1026 36.53176730887979
1R 1027 42.20819717630736
1R 1028 41.44272884874989
1R 1029 41.131762115525405
1R 1030 35.79195593019723
1R 1031 29.017328918890456
1R 1032 23.320771119101078
1R 1033 19.825753424226118
1R 1034 19.395620235873942
1R 1035 19.24314694965213
1R 1036 19.232328939816586
1R 1037 21.408301856266753
1R 1038 25.969832775321436
1R 1039 31.246821017748765
1R 1040 27.64398159437335
1R 1041 27.60744108710016
1R 1042 24.613647777278704
1R 1043 21.258889466614022
1R 1044 20.92862128489093
1R 1045 20.215490979133115
1R 1046 19.909423892614814
1R 1047 19.720391886416216
1R 1048 21.05392299683827
1R 1049 28.48892919640314
1R 1050 35.44082132701804
1R 1051 41.85073917951744
1R 1052 41.02289278690122
1R 1053 40.76189394363099
1R 1054 35.513988550641315
1R 1055 28.811510387274534
1R 1056 23.126819884423867
1R 1057 19.683742890141765
1R 1058 19.299988333433433
1R 1059 19.158677644804765
1R 1060 19.15076587147734
1R 1061 21.327492483079368
1R 1062 25.894138534968835
1R 1063 31.18018495478328
1R 1064 27.36927696100619
1R 1065 26.914185546511067
1R 1066 23.69187802451972
1R 1067 20.59065845974733
1R 1068 21.434582097141934
1R 1069 22.603949655108845
1R 1070 23.760722494727478
