param bd :=
1R 310 697.6308716495678
1R 311 584.752669439239
1R 312 584.580022051275
1R 313 571.4648868716455
1R 314 576.3829268673228
1R 315 579.7565300801174
1R 316 579.4552500434243
1R 317 607.6660222507164
1R 318 610.9905176010809
1R 319 708.3807064960673
1R 320 833.8079463653733
1R 321 832.6838335024429
1R 322 950.7964794877813
1R 323 959.1334485329776
1R 324 960.6942811980836
1R 325 929.7194940164545
1R 326 925.9241362021169
1R 327 928.4631339887788
1R 328 839.7882542507489
1R 329 846.4381822050304
1R 330 824.0423596456259
1R 331 761.994325597289
1R 332 754.4379282751323
1R 333 619.4849993585794
1R 334 617.5775077357428
1R 335 584.867672748098
1R 336 586.3479590754223
1R 337 556.5625793280486
1R 338 556.8150867542761
1R 339 560.8383318623216
1R 340 563.0918333809261
1R 341 595.6189136168032
1R 342 594.8017116708564
1R 343 687.3896922085996
1R 344 681.8061027380987
1R 345 755.414776358215
1R 346 749.6284831144336
1R 347 759.4706853030245
1R 348 762.4319807303187
1R 349 762.8929294656208
1R 350 759.8909967083796
1R 351 766.2356930887951
1R 352 770.8855037408078
1R 353 747.4843411097552
1R 354 706.8423511313788
1R 355 657.3242372062533
1R 356 657.4427544987997
1R 357 632.8307559830006
1R 358 653.6956318479455
1R 359 645.7672592418754
1R 360 646.3650649335736
1R 361 627.6840452683564
1R 362 629.8511756213175
1R 363 631.4279789266343
1R 364 640.4282293584902
1R 365 676.9874810113782
1R 366 664.3934991232846
1R 367 764.101654693231
1R 368 759.9876642755389
1R 369 836.1693696465194
1R 370 835.2902960545489
1R 371 837.8468138974049
1R 372 835.4948831808991
1R 373 829.65460098561
1R 374 807.1002694156713
1R 375 813.6709657665074
1R 376 824.4304678664458
1R 377 790.4463054504131
1R 378 759.1018514512563
1R 379 732.0215113776377
1R 380 714.0202077415122
1R 381 684.9766334234002
1R 382 692.5628636489462
1R 383 660.3070165128038
1R 384 653.3001976251845
1R 385 651.2448510199241
1R 386 648.1219971061132
1R 387 655.3505383729577
1R 388 651.8906986904116
1R 389 778.7861902155724
1R 390 789.677193178586
1R 391 1075.0989648206287
1R 392 1221.1778423034777
1R 393 1253.4921909539255
1R 394 1282.6333021245782
1R 395 1296.9112141113267
1R 396 1310.6659234904669
1R 397 1275.3119547190813
1R 398 1311.1463356728473
1R 399 1314.2270956132622
1R 400 1303.5460032018752
1R 401 1289.3141418704652
1R 402 1306.9635007092406
1R 403 928.2662867942468
1R 404 901.9739468735011
1R 405 734.6580062348107
1R 406 715.0833886370526
1R 407 628.6505817838624
1R 408 633.2712668514419
1R 409 622.8729070459307
1R 410 629.1946094557205
1R 411 620.0951187293501
1R 412 613.5334504904946
1R 413 744.8992457290993
1R 414 745.4674150466677
1R 415 1031.1042411111466
1R 416 1170.804563888672
1R 417 1199.720120974342
1R 418 1231.8936332071244
1R 419 1237.297976549247
1R 420 1238.3495460864297
1R 421 1190.1958524137317
1R 422 1225.9525789118613
1R 423 1227.7322401707306
1R 424 1242.2832456634956
1R 425 1233.7665914703775
1R 426 1244.5112489337407
1R 427 914.3867852351436
1R 428 907.1256782798728
1R 429 741.20861800923
1R 430 705.4430010061942
1R 431 599.0046355726149
1R 432 594.9958175592301
1R 433 581.2434394831731
1R 434 586.7462635701268
1R 435 589.1969752228632
1R 436 584.4135008121583
1R 437 715.4636317746555
1R 438 724.6671838312975
1R 439 1014.5839049245322
1R 440 1157.6825258387971
1R 441 1234.306396130872
1R 442 1279.8282800985303
1R 443 1292.3675291802354
1R 444 1303.9535134442046
1R 445 1265.3959196934213
1R 446 1303.9979009264762
1R 447 1308.7531545196712
1R 448 1310.9573256304584
1R 449 1275.0658747952484
1R 450 1255.9374910241038
1R 451 914.9915355847709
1R 452 904.3344291874951
1R 453 737.5047296478826
1R 454 704.552602330184
1R 455 607.9411818847893
1R 456 626.9778698501481
1R 457 615.0781706776028
1R 458 622.670390732664
1R 459 621.8170097010063
1R 460 610.0198959510838
1R 461 741.3954157077596
1R 462 742.3693846806876
1R 463 1027.702491955223
1R 464 1174.998761915818
1R 465 1213.5018988798797
1R 466 1262.63695140058
1R 467 1305.1173048136418
1R 468 1319.332650125176
1R 469 1288.9835810270881
1R 470 1328.401591114945
1R 471 1329.0276874041576
1R 472 1308.7064720485112
1R 473 1280.580834407742
1R 474 1287.2510131929496
1R 475 950.9455455129397
1R 476 953.7736944789528
1R 477 797.8993149000506
1R 478 748.2791760507354
1R 479 643.0687328042661
1R 480 657.0954084453365
1R 481 648.0902289189603
1R 482 640.1947473614617
1R 483 628.6177315763556
1R 484 620.9210825043732
1R 485 650.7706156642297
1R 486 651.101424587672
1R 487 741.7106571498796
1R 488 870.1097949640988
1R 489 881.6316931325198
1R 490 1001.4696833577907
1R 491 1002.9554670797281
1R 492 1021.0471930586498
1R 493 1002.6007581651062
1R 494 974.9211981239349
1R 495 940.6135308350748
1R 496 841.8720792903246
1R 497 853.9055898530293
1R 498 832.3194261393721
1R 499 781.0590559599283
1R 500 778.1960188289878
1R 501 642.6244957497835
1R 502 647.6684146191758
1R 503 614.2667749729142
1R 504 613.7270028285099
1R 505 581.7452667897276
1R 506 583.6481848878158
1R 507 586.3424929076053
1R 508 579.0045988337969
1R 509 604.6603306138046
1R 510 608.9687782705591
1R 511 693.2061350211311
1R 512 675.3478142917769
1R 513 753.9286439727151
1R 514 747.5830435998823
1R 515 755.7287421758596
1R 516 758.0954815837799
1R 517 764.0122297565445
1R 518 753.2680287759453
1R 519 753.5039527203849
1R 520 751.1721180777237
1R 521 724.4819702534609
1R 522 688.5097533679613
1R 523 642.2896589169429
1R 524 634.8682540056715
1R 525 605.4894099614517
1R 526 606.302719584691
1R 527 575.4463139344792
1R 528 578.4625872703705
1R 529 583.5784075035776
1R 530 587.1862480362488
1R 531 593.519857430938
1R 532 598.9346036285071
1R 533 733.558611044141
1R 534 741.8089170510664
1R 535 1020.8337215528942
1R 536 1155.1416541575022
1R 537 1184.0759917523542
1R 538 1208.4033742037695
1R 539 1218.143311255664
1R 540 1227.059764956402
1R 541 1191.7243997981727
1R 542 1223.198854670956
1R 543 1225.6737271948384
1R 544 1224.453588328187
1R 545 1238.0871632599078
1R 546 1262.129519666347
1R 547 935.8385116752755
1R 548 928.7301403317639
1R 549 760.2085938253382
1R 550 721.92083003148
1R 551 601.1473386257728
1R 552 595.6331763005751
1R 553 591.138680877605
1R 554 594.96803210426
1R 555 597.4783355794174
1R 556 599.0502297281333
1R 557 736.082347103527
1R 558 732.7983544399366
1R 559 1009.5987203857645
1R 560 1148.6223671470923
1R 561 1185.3100757815055
1R 562 1228.0530430860467
1R 563 1233.5666712064901
1R 564 1230.886412442398
1R 565 1193.7488255449089
1R 566 1236.497236350356
1R 567 1234.220999316786
1R 568 1227.0174233184916
1R 569 1236.029369171725
1R 570 1253.640669447353
1R 571 922.8262657635717
1R 572 913.1296076186457
1R 573 749.4166313186776
1R 574 717.2239579676686
1R 575 612.4865488624054
1R 576 614.280451580159
1R 577 607.6420406394299
1R 578 606.4359873798841
1R 579 608.1490695512468
1R 580 611.9291387399098
1R 581 741.269205732163
1R 582 739.4035505178606
1R 583 1023.9261450947997
1R 584 1170.9337192532557
1R 585 1203.952734302757
1R 586 1234.6276137753807
1R 587 1243.9224910717628
1R 588 1250.6087692792244
1R 589 1196.834811674769
1R 590 1225.567627118685
1R 591 1239.7310006384257
1R 592 1243.383975348106
1R 593 1230.9927517394729
1R 594 1239.0230982600733
1R 595 915.5326762029376
1R 596 910.255076161221
1R 597 740.3473308331105
1R 598 704.2358844431451
1R 599 595.9185097749811
1R 600 596.4885931723587
1R 601 583.290858268646
1R 602 591.2721378508362
1R 603 595.4426015125581
1R 604 591.7053700335539
1R 605 725.9131896082623
1R 606 728.6700736454104
1R 607 1010.1283641732872
1R 608 1151.9632981283728
1R 609 1189.399123700671
1R 610 1224.4158933876627
1R 611 1227.0786724412205
1R 612 1230.8788670132528
1R 613 1187.49557770581
1R 614 1229.4946390847956
1R 615 1239.4316262999714
1R 616 1236.740550030319
1R 617 1242.6439278522676
1R 618 1247.5669681823254
1R 619 913.3771462117388
1R 620 906.3973266139851
1R 621 738.8828257485542
1R 622 699.5415944573613
1R 623 586.8970884644734
1R 624 585.7770362960536
1R 625 573.1615672577904
1R 626 576.6462860743143
1R 627 574.8127680859058
1R 628 573.277707122644
1R 629 716.3713282460009
1R 630 732.8378944733788
1R 631 1023.0243490660907
1R 632 1153.4560610679716
1R 633 1191.5105905486976
1R 634 1249.5533209301686
1R 635 1267.8475116242585
1R 636 1271.0872751429097
1R 637 1235.9711097910742
1R 638 1273.5416999918425
1R 639 1274.3838178666367
1R 640 1271.0022221972686
1R 641 1273.409708677811
1R 642 1289.7313302100986
1R 643 940.8037074981074
1R 644 922.1225809099145
1R 645 761.3958558209945
1R 646 737.9209581484567
1R 647 634.519767494996
1R 648 617.145809730071
1R 649 603.937098672578
1R 650 615.7991879607542
1R 651 622.7497012566855
1R 652 622.9625477846042
1R 653 649.8778255697932
1R 654 647.6639882917367
1R 655 739.0670088971574
1R 656 864.8921506891678
1R 657 858.5367153880712
1R 658 967.5866357395017
1R 659 970.9688816763955
1R 660 975.3368606316546
1R 661 946.5289553794717
1R 662 944.3588772039137
1R 663 960.3659819522121
1R 664 867.7367696465818
1R 665 856.5857253628368
1R 666 820.3126282565179
1R 667 769.4419607864293
1R 668 765.850177710789
1R 669 623.8288306922567
1R 670 619.4448563273119
1R 671 587.1300808230409
1R 672 588.3435588957309
1R 673 559.1314051260722
1R 674 559.0661830459121
1R 675 558.5843034529703
1R 676 558.3987967984938
1R 677 591.3135159050765
1R 678 590.6471901817768
1R 679 685.9188704404149
1R 680 677.4147632179364
1R 681 757.5007306531596
1R 682 751.3930518342014
1R 683 761.4543032586262
1R 684 763.3502609473871
1R 685 761.172462850807
1R 686 753.2856687193755
1R 687 751.1073655197904
1R 688 748.8993700157029
1R 689 723.378033040064
1R 690 686.4637938246817
1R 691 638.2294699450031
1R 692 630.8409246407538
1R 693 599.2957224249212
1R 694 598.7546721619601
1R 695 567.8917089736802
1R 696 568.8139335162513
1R 697 573.0500684354175
1R 698 573.3176402091779
1R 699 573.3046313342297
1R 700 571.4562312445329
1R 701 706.7485029908632
1R 702 708.6395076916972
1R 703 993.7118361983233
1R 704 1135.0008853384295
1R 705 1171.1216373966513
1R 706 1205.0567593532448
1R 707 1214.0206087377896
1R 708 1217.6880846497581
1R 709 1177.6041711159364
1R 710 1211.1315849783107
1R 711 1210.7142143001743
1R 712 1211.0381475006354
1R 713 1218.3305147056242
1R 714 1237.1903775124435
1R 715 917.6521608902606
1R 716 908.5002233740547
1R 717 739.3146678573861
1R 718 698.6416852596359
1R 719 586.2298150872167
1R 720 586.5481616271295
1R 721 576.003634788714
1R 722 579.4522320268225
1R 723 580.728146527401
1R 724 580.2126530845565
1R 725 713.1660358093294
1R 726 715.5631037070611
1R 727 999.6216574252446
1R 728 1139.3991998029005
1R 729 1173.0606247509436
1R 730 1208.0227369385345
1R 731 1220.4557470213583
1R 732 1222.5612817859517
1R 733 1177.9541830251433
1R 734 1213.0533067006047
1R 735 1212.5857227401318
1R 736 1216.0024399264662
1R 737 1224.2834311365154
1R 738 1237.8267713645441
1R 739 913.8516972257031
1R 740 905.2231989873503
1R 741 738.4157314567782
1R 742 697.018164832719
1R 743 584.0509896873391
1R 744 585.0333533787282
1R 745 572.5678440018274
1R 746 572.5109764960418
1R 747 573.9319292798414
1R 748 577.8008459629763
1R 749 711.593237205353
1R 750 710.3922050337035
1R 751 994.8790320622895
1R 752 1139.0307576567839
1R 753 1176.2284803027055
1R 754 1210.4764568393234
1R 755 1220.3811212734586
1R 756 1228.5352096301276
1R 757 1199.4246999755908
1R 758 1237.076667387415
1R 759 1234.6791920962064
1R 760 1232.7333970320703
1R 761 1235.512314780582
1R 762 1245.3544745232753
1R 763 913.6402654628419
1R 764 905.6091103079226
1R 765 738.100625981237
1R 766 698.4928038670391
1R 767 584.998023364479
1R 768 589.4844491306496
1R 769 582.6732148316174
1R 770 585.4796882237717
1R 771 586.9917389137844
1R 772 588.692538428972
1R 773 721.536185373902
1R 774 723.6431842510084
1R 775 1008.2511147180716
1R 776 1153.1012508240312
1R 777 1192.386309504505
1R 778 1228.8801143013602
1R 779 1237.624701608885
1R 780 1239.8719609073428
1R 781 1199.692500447374
1R 782 1234.7654196091282
1R 783 1236.464390789112
1R 784 1237.9405906802474
1R 785 1244.6830325113626
1R 786 1260.8418404675444
1R 787 933.2934287413143
1R 788 923.4208310824496
1R 789 753.8298450662297
1R 790 712.533301518662
1R 791 600.9368488790197
1R 792 601.9453262086962
1R 793 589.1475273691716
1R 794 590.757535605935
1R 795 592.2588458324559
1R 796 594.0541401607038
1R 797 729.0385856102955
1R 798 728.3449210214197
1R 799 1010.3695595278031
1R 800 1153.232527305077
1R 801 1192.8203357454704
1R 802 1229.424992676648
1R 803 1236.45549670318
1R 804 1237.6229614038284
1R 805 1197.1798680221134
1R 806 1231.8297954963273
1R 807 1231.8639234355253
1R 808 1232.8381070668997
1R 809 1239.8386600619208
1R 810 1255.2616165018806
1R 811 925.9947833051189
1R 812 918.077101201837
1R 813 748.0499155261365
1R 814 708.0020831940595
1R 815 599.4338159742357
1R 816 604.116125186909
1R 817 594.9801828633102
1R 818 594.5845891837102
1R 819 592.2261495486023
1R 820 590.0269656249685
1R 821 621.9970510451276
1R 822 626.2638500045531
1R 823 723.3267381281155
1R 824 847.93470527638
1R 825 844.5354843916082
1R 826 958.7033946958925
1R 827 963.8786249836248
1R 828 964.7011141988103
1R 829 934.2719245360211
1R 830 928.5615563417178
1R 831 930.4275733528548
1R 832 843.3971122918084
1R 833 853.1895072991454
1R 834 822.0282131186129
1R 835 773.5522006804367
1R 836 769.3853652789248
1R 837 637.213188636712
1R 838 640.3296904458241
1R 839 609.0396368223414
1R 840 608.7658509192162
1R 841 579.5761580171039
1R 842 579.4016965940071
1R 843 579.0955887223365
1R 844 578.9400957785706
1R 845 610.7609797140269
1R 846 613.6382630997447
1R 847 709.58466092695
1R 848 693.3642491303021
1R 849 760.7582662868157
1R 850 748.2494206545837
1R 851 757.5343433765781
1R 852 760.1171442746045
1R 853 760.1933400749356
1R 854 753.4875464486114
1R 855 753.9833285038628
1R 856 754.501581430896
1R 857 729.0861791436665
1R 858 686.2803473471992
1R 859 642.4999163032425
1R 860 635.0552491180568
1R 861 603.5519285701536
1R 862 603.3598616982354
1R 863 570.9862840603033
1R 864 572.5491485472504
1R 865 577.3700640875321
1R 866 577.0328796466591
1R 867 576.1529728834793
1R 868 575.1815382436308
1R 869 710.2116324053143
1R 870 712.0124367962784
1R 871 997.4782416525187
1R 872 1133.9432216374216
1R 873 1175.1686202829112
1R 874 1208.5077593645553
1R 875 1217.124418214045
1R 876 1219.9748229979994
1R 877 1179.7680554574538
1R 878 1214.8587074359589
1R 879 1220.6757197060788
1R 880 1229.958130759579
1R 881 1240.0045101218382
1R 882 1244.1696818657322
1R 883 918.2698556144995
1R 884 907.6973147897767
1R 885 739.3309118161827
1R 886 698.938727273961
1R 887 585.625146469337
1R 888 586.1968601647363
1R 889 573.5266855805395
1R 890 573.0751393795152
1R 891 576.8374875163272
1R 892 582.7612850643198
1R 893 716.2070984814205
1R 894 711.4565520257974
1R 895 995.3004334532427
1R 896 1132.6914565570785
1R 897 1175.0571262618582
1R 898 1209.2020006048585
1R 899 1218.2989197047739
1R 900 1223.048403674816
1R 901 1186.0892555978933
1R 902 1228.2121950066833
1R 903 1232.128313156256
1R 904 1234.1616966705628
1R 905 1239.1681480236657
1R 906 1243.42670337091
1R 907 916.2400219522879
1R 908 907.6530143406288
1R 909 740.2347479234828
1R 910 702.2419255639253
1R 911 588.9127116542594
1R 912 589.2689466923011
1R 913 576.9141945513663
1R 914 577.1116216759922
1R 915 577.1936849687121
1R 916 577.2116559667315
1R 917 711.992343106425
1R 918 712.7769448057635
1R 919 998.1286635990028
1R 920 1137.2492585693865
1R 921 1181.0597876119052
1R 922 1216.8411374754792
1R 923 1227.6402185202483
1R 924 1232.9471347152921
1R 925 1194.4968772893553
1R 926 1229.1055519235258
1R 927 1227.1341664618228
1R 928 1224.3245259276316
1R 929 1228.7428489630026
1R 930 1238.0353736050436
1R 931 915.6764130269711
1R 932 908.3076151097455
1R 933 740.3500891884889
1R 934 700.2443714662264
1R 935 586.8877586120797
1R 936 587.128550598381
1R 937 574.0767233834393
1R 938 573.4593049013735
1R 939 573.0260678398081
1R 940 572.4806105221357
1R 941 707.3072328916776
1R 942 709.5236020172604
1R 943 996.7779570991167
1R 944 1134.800607483611
1R 945 1178.103794654798
1R 946 1215.0504195288927
1R 947 1225.1295470460027
1R 948 1227.253266461522
1R 949 1186.1224023405716
1R 950 1220.8484835266236
1R 951 1223.4672851366486
1R 952 1228.9334960902293
1R 953 1237.7347343092147
1R 954 1244.4098845805709
1R 955 915.9806933712815
1R 956 908.1363711979623
1R 957 740.2879925774236
1R 958 700.3634579256305
1R 959 587.5173023495289
1R 960 588.4602572425101
1R 961 576.0203303343704
1R 962 575.1186367025427
1R 963 573.8396291435209
1R 964 573.0068764080669
1R 965 710.3446321212751
1R 966 711.4033058554055
1R 967 997.48586732332
1R 968 1135.13635151931
1R 969 1177.4058921621722
1R 970 1211.8240357287864
1R 971 1220.9060430992479
1R 972 1223.975399707992
1R 973 1184.6417985082564
1R 974 1221.4575360617077
1R 975 1230.417003523073
1R 976 1245.3600185627117
1R 977 1256.5514619152814
1R 978 1258.0681923009947
1R 979 920.9224003681562
1R 980 907.6675743790449
1R 981 740.1957986174825
1R 982 700.8965114377329
1R 983 588.4454983575177
1R 984 588.820041031747
1R 985 575.7798026966457
1R 986 574.5906578161898
1R 987 573.5331364398459
1R 988 573.227070513241
1R 989 604.8946411543859
1R 990 604.7594803825515
1R 991 700.6695148698217
1R 992 824.2222525380319
1R 993 834.1720224970906
1R 994 953.2054898930446
1R 995 961.6147429942824
1R 996 965.5783862376834
1R 997 937.1474688912341
1R 998 938.5606030505722
1R 999 947.8585511369814
1R 1000 866.2439995976499
1R 1001 873.8622704125515
1R 1002 834.328115830634
1R 1003 773.5671522167295
1R 1004 759.2868736546816
1R 1005 622.0337508053764
1R 1006 620.8986611591371
1R 1007 587.6163879389061
1R 1008 588.4657888572823
1R 1009 559.0264142609525
1R 1010 558.8748679685347
1R 1011 558.9323104364087
1R 1012 559.0214229965926
1R 1013 591.5206791785496
1R 1014 590.7171037713803
1R 1015 685.9291632112868
1R 1016 672.0933657251873
1R 1017 757.1937132915492
1R 1018 749.9309743008503
1R 1019 758.2043204844152
1R 1020 760.6680829137499
1R 1021 760.8545952000745
1R 1022 756.3777376233977
1R 1023 764.8684268950896
1R 1024 775.8124327947155
1R 1025 753.124039569033
1R 1026 704.0054823736139
1R 1027 652.0114914169161
1R 1028 638.0652492659489
1R 1029 604.2665836505623
1R 1030 603.1014741595834
1R 1031 569.6735898392473
1R 1032 570.2928350788188
1R 1033 574.191256075374
1R 1034 573.69105588431
1R 1035 573.2688199692808
1R 1036 572.8534270805027
1R 1037 707.8312931949813
1R 1038 709.2154130445178
1R 1039 994.2829961658247
1R 1040 1130.767188119681
1R 1041 1172.5478386189302
1R 1042 1206.7112103925053
1R 1043 1216.7941992776505
1R 1044 1221.8986999491497
1R 1045 1191.6406917259442
1R 1046 1239.1903088153292
1R 1047 1250.4529681648594
1R 1048 1260.4626243866994
1R 1049 1268.287047730243
1R 1050 1270.571605187804
1R 1051 941.7418388868347
1R 1052 925.7630148101192
1R 1053 750.7630869466766
1R 1054 704.6577842448718
1R 1055 588.4303041766598
1R 1056 588.3335590386899
