param cU :=
CHP 1 312 7.0
CHP 1 313 7.0
CHP 1 314 7.0
CHP 1 315 7.0
CHP 1 316 7.0
CHP 1 317 7.0
CHP 1 318 7.0
CHP 1 319 7.0
CHP 1 320 7.0
CHP 1 321 7.0
CHP 1 322 7.0
CHP 1 323 7.0
CHP 1 324 7.0
CHP 1 325 7.0
CHP 1 326 7.0
CHP 1 327 7.0
CHP 1 328 7.0
CHP 1 329 7.0
CHP 1 330 7.0
CHP 1 331 7.0
CHP 1 332 7.0
CHP 1 333 7.0
CHP 1 334 7.0
CHP 1 335 7.0
CHP 1 336 7.0
CHP 1 337 7.0
CHP 1 338 7.0
CHP 1 339 7.0
CHP 1 340 7.0
CHP 1 341 7.0
CHP 1 342 7.0
CHP 1 343 7.0
CHP 1 344 7.0
CHP 1 345 7.0
CHP 1 346 7.0
CHP 1 347 7.0
CHP 1 348 7.0
CHP 1 349 7.0
CHP 1 350 7.0
CHP 1 351 7.0
CHP 1 352 7.0
CHP 1 353 7.0
CHP 1 354 7.0
CHP 1 355 7.0
CHP 1 356 7.0
CHP 1 357 7.0
CHP 1 358 7.0
CHP 1 359 7.0
CHP 1 360 7.0
CHP 1 361 7.0
CHP 1 362 7.0
CHP 1 363 7.0
CHP 1 364 7.0
CHP 1 365 7.0
CHP 1 366 7.0
CHP 1 367 7.0
CHP 1 368 7.0
CHP 1 369 7.0
CHP 1 370 7.0
CHP 1 371 7.0
CHP 1 372 7.0
CHP 1 373 7.0
CHP 1 374 7.0
CHP 1 375 7.0
CHP 1 376 7.0
CHP 1 377 7.0
CHP 1 378 7.0
CHP 1 379 7.0
CHP 1 380 7.0
CHP 1 381 7.0
CHP 1 382 7.0
CHP 1 383 7.0
CHP 1 384 7.0
CHP 1 385 7.0
CHP 1 386 7.0
CHP 1 387 7.0
CHP 1 388 7.0
CHP 1 389 7.0
CHP 1 390 7.0
CHP 1 391 7.0
CHP 1 392 7.0
CHP 1 393 7.0
CHP 1 394 7.0
CHP 1 395 7.0
CHP 1 396 7.0
CHP 1 397 7.0
CHP 1 398 7.0
CHP 1 399 7.0
CHP 1 400 7.0
CHP 1 401 7.0
CHP 1 402 7.0
CHP 1 403 7.0
CHP 1 404 7.0
CHP 1 405 7.0
CHP 1 406 7.0
CHP 1 407 7.0
CHP 1 408 7.0
CHP 1 409 7.0
CHP 1 410 7.0
CHP 1 411 7.0
CHP 1 412 7.0
CHP 1 413 7.0
CHP 1 414 7.0
CHP 1 415 7.0
CHP 1 416 7.0
CHP 1 417 7.0
CHP 1 418 7.0
CHP 1 419 7.0
CHP 1 420 7.0
CHP 1 421 7.0
CHP 1 422 7.0
CHP 1 423 7.0
CHP 1 424 7.0
CHP 1 425 7.0
CHP 1 426 7.0
CHP 1 427 7.0
CHP 1 428 7.0
CHP 1 429 7.0
CHP 1 430 7.0
CHP 1 431 7.0
CHP 1 432 7.0
CHP 1 433 7.0
CHP 1 434 7.0
CHP 1 435 7.0
CHP 1 436 7.0
CHP 1 437 7.0
CHP 1 438 7.0
CHP 1 439 7.0
CHP 1 440 7.0
CHP 1 441 7.0
CHP 1 442 7.0
CHP 1 443 7.0
CHP 1 444 7.0
CHP 1 445 7.0
CHP 1 446 7.0
CHP 1 447 7.0
CHP 1 448 7.0
CHP 1 449 7.0
CHP 1 450 7.0
CHP 1 451 7.0
CHP 1 452 7.0
CHP 1 453 7.0
CHP 1 454 7.0
CHP 1 455 7.0
CHP 1 456 7.0
CHP 1 457 7.0
CHP 1 458 7.0
CHP 1 459 7.0
CHP 1 460 7.0
CHP 1 461 7.0
CHP 1 462 7.0
CHP 1 463 7.0
CHP 1 464 7.0
CHP 1 465 7.0
CHP 1 466 7.0
CHP 1 467 7.0
CHP 1 468 7.0
CHP 1 469 7.0
CHP 1 470 7.0
CHP 1 471 7.0
CHP 1 472 7.0
CHP 1 473 7.0
CHP 1 474 7.0
CHP 1 475 7.0
CHP 1 476 7.0
CHP 1 477 7.0
CHP 1 478 7.0
CHP 1 479 7.0
CHP 1 480 7.0
CHP 1 481 7.0
CHP 1 482 7.0
CHP 1 483 7.0
CHP 1 484 7.0
CHP 1 485 7.0
CHP 1 486 7.0
CHP 1 487 7.0
CHP 1 488 7.0
CHP 1 489 7.0
CHP 1 490 7.0
CHP 1 491 7.0
CHP 1 492 7.0
CHP 1 493 7.0
CHP 1 494 7.0
CHP 1 495 7.0
CHP 1 496 7.0
CHP 1 497 7.0
CHP 1 498 7.0
CHP 1 499 7.0
CHP 1 500 7.0
CHP 1 501 7.0
CHP 1 502 7.0
CHP 1 503 7.0
CHP 1 504 7.0
CHP 1 505 7.0
CHP 1 506 7.0
CHP 1 507 7.0
CHP 1 508 7.0
CHP 1 509 7.0
CHP 1 510 7.0
CHP 1 511 7.0
CHP 1 512 7.0
CHP 1 513 7.0
CHP 1 514 7.0
CHP 1 515 7.0
CHP 1 516 7.0
CHP 1 517 7.0
CHP 1 518 7.0
CHP 1 519 7.0
CHP 1 520 7.0
CHP 1 521 7.0
CHP 1 522 7.0
CHP 1 523 7.0
CHP 1 524 7.0
CHP 1 525 7.0
CHP 1 526 7.0
CHP 1 527 7.0
CHP 1 528 7.0
CHP 1 529 7.0
CHP 1 530 7.0
CHP 1 531 7.0
CHP 1 532 7.0
CHP 1 533 7.0
CHP 1 534 7.0
CHP 1 535 7.0
CHP 1 536 7.0
CHP 1 537 7.0
CHP 1 538 7.0
CHP 1 539 7.0
CHP 1 540 7.0
CHP 1 541 7.0
CHP 1 542 7.0
CHP 1 543 7.0
CHP 1 544 7.0
CHP 1 545 7.0
CHP 1 546 7.0
CHP 1 547 7.0
CHP 1 548 7.0
CHP 1 549 7.0
CHP 1 550 7.0
CHP 1 551 7.0
CHP 1 552 7.0
CHP 1 553 7.0
CHP 1 554 7.0
CHP 1 555 7.0
CHP 1 556 7.0
CHP 1 557 7.0
CHP 1 558 7.0
CHP 1 559 7.0
CHP 1 560 7.0
CHP 1 561 7.0
CHP 1 562 7.0
CHP 1 563 7.0
CHP 1 564 7.0
CHP 1 565 7.0
CHP 1 566 7.0
CHP 1 567 7.0
CHP 1 568 7.0
CHP 1 569 7.0
CHP 1 570 7.0
CHP 1 571 7.0
CHP 1 572 7.0
CHP 1 573 7.0
CHP 1 574 7.0
CHP 1 575 7.0
CHP 1 576 7.0
CHP 1 577 7.0
CHP 1 578 7.0
CHP 1 579 7.0
CHP 1 580 7.0
CHP 1 581 7.0
CHP 1 582 7.0
CHP 1 583 7.0
CHP 1 584 7.0
CHP 1 585 7.0
CHP 1 586 7.0
CHP 1 587 7.0
CHP 1 588 7.0
CHP 1 589 7.0
CHP 1 590 7.0
CHP 1 591 7.0
CHP 1 592 7.0
CHP 1 593 7.0
CHP 1 594 7.0
CHP 1 595 7.0
CHP 1 596 7.0
CHP 1 597 7.0
CHP 1 598 7.0
CHP 1 599 7.0
CHP 1 600 7.0
CHP 1 601 7.0
CHP 1 602 7.0
CHP 1 603 7.0
CHP 1 604 7.0
CHP 1 605 7.0
CHP 1 606 7.0
CHP 1 607 7.0
CHP 1 608 7.0
CHP 1 609 7.0
CHP 1 610 7.0
CHP 1 611 7.0
CHP 1 612 7.0
CHP 1 613 7.0
CHP 1 614 7.0
CHP 1 615 7.0
CHP 1 616 7.0
CHP 1 617 7.0
CHP 1 618 7.0
CHP 1 619 7.0
CHP 1 620 7.0
CHP 1 621 7.0
CHP 1 622 7.0
CHP 1 623 7.0
CHP 1 624 7.0
CHP 1 625 7.0
CHP 1 626 7.0
CHP 1 627 7.0
CHP 1 628 7.0
CHP 1 629 7.0
CHP 1 630 7.0
CHP 1 631 7.0
CHP 1 632 7.0
CHP 1 633 7.0
CHP 1 634 7.0
CHP 1 635 7.0
CHP 1 636 7.0
CHP 1 637 7.0
CHP 1 638 7.0
CHP 1 639 7.0
CHP 1 640 7.0
CHP 1 641 7.0
CHP 1 642 7.0
CHP 1 643 7.0
CHP 1 644 7.0
CHP 1 645 7.0
CHP 1 646 7.0
CHP 1 647 7.0
CHP 1 648 7.0
CHP 1 649 7.0
CHP 1 650 7.0
CHP 1 651 7.0
CHP 1 652 7.0
CHP 1 653 7.0
CHP 1 654 7.0
CHP 1 655 7.0
CHP 1 656 7.0
CHP 1 657 7.0
CHP 1 658 7.0
CHP 1 659 7.0
CHP 1 660 7.0
CHP 1 661 7.0
CHP 1 662 7.0
CHP 1 663 7.0
CHP 1 664 7.0
CHP 1 665 7.0
CHP 1 666 7.0
CHP 1 667 7.0
CHP 1 668 7.0
CHP 1 669 7.0
CHP 1 670 7.0
CHP 1 671 7.0
CHP 1 672 7.0
CHP 1 673 7.0
CHP 1 674 7.0
CHP 1 675 7.0
CHP 1 676 7.0
CHP 1 677 7.0
CHP 1 678 7.0
CHP 1 679 7.0
CHP 1 680 7.0
CHP 1 681 7.0
CHP 1 682 7.0
CHP 1 683 7.0
CHP 1 684 7.0
CHP 1 685 7.0
CHP 1 686 7.0
CHP 1 687 7.0
CHP 1 688 7.0
CHP 1 689 7.0
CHP 1 690 7.0
CHP 1 691 7.0
CHP 1 692 7.0
CHP 1 693 7.0
CHP 1 694 7.0
CHP 1 695 7.0
CHP 1 696 7.0
CHP 1 697 7.0
CHP 1 698 7.0
CHP 1 699 7.0
CHP 1 700 7.0
CHP 1 701 7.0
CHP 1 702 7.0
CHP 1 703 7.0
CHP 1 704 7.0
CHP 1 705 7.0
CHP 1 706 7.0
CHP 1 707 7.0
CHP 1 708 7.0
CHP 1 709 7.0
CHP 1 710 7.0
CHP 1 711 7.0
CHP 1 712 7.0
CHP 1 713 7.0
CHP 1 714 7.0
CHP 1 715 7.0
CHP 1 716 7.0
CHP 1 717 7.0
CHP 1 718 7.0
CHP 1 719 7.0
CHP 1 720 7.0
CHP 1 721 7.0
CHP 1 722 7.0
CHP 1 723 7.0
CHP 1 724 7.0
CHP 1 725 7.0
CHP 1 726 7.0
CHP 1 727 7.0
CHP 1 728 7.0
CHP 1 729 7.0
CHP 1 730 7.0
CHP 1 731 7.0
CHP 1 732 7.0
CHP 1 733 7.0
CHP 1 734 7.0
CHP 1 735 7.0
CHP 1 736 7.0
CHP 1 737 7.0
CHP 1 738 7.0
CHP 1 739 7.0
CHP 1 740 7.0
CHP 1 741 7.0
CHP 1 742 7.0
CHP 1 743 7.0
CHP 1 744 7.0
CHP 1 745 7.0
CHP 1 746 7.0
CHP 1 747 7.0
CHP 1 748 7.0
CHP 1 749 7.0
CHP 1 750 7.0
CHP 1 751 7.0
CHP 1 752 7.0
CHP 1 753 7.0
CHP 1 754 7.0
CHP 1 755 7.0
CHP 1 756 7.0
CHP 1 757 7.0
CHP 1 758 7.0
CHP 1 759 7.0
CHP 1 760 7.0
CHP 1 761 7.0
CHP 1 762 7.0
CHP 1 763 7.0
CHP 1 764 7.0
CHP 1 765 7.0
CHP 1 766 7.0
CHP 1 767 7.0
CHP 1 768 7.0
CHP 1 769 7.0
CHP 1 770 7.0
CHP 1 771 7.0
CHP 1 772 7.0
CHP 1 773 7.0
CHP 1 774 7.0
CHP 1 775 7.0
CHP 1 776 7.0
CHP 1 777 7.0
CHP 1 778 7.0
CHP 1 779 7.0
CHP 1 780 7.0
CHP 1 781 7.0
CHP 1 782 7.0
CHP 1 783 7.0
CHP 1 784 7.0
CHP 1 785 7.0
CHP 1 786 7.0
CHP 1 787 7.0
CHP 1 788 7.0
CHP 1 789 7.0
CHP 1 790 7.0
CHP 1 791 7.0
CHP 1 792 7.0
CHP 1 793 7.0
CHP 1 794 7.0
CHP 1 795 7.0
CHP 1 796 7.0
CHP 1 797 7.0
CHP 1 798 7.0
CHP 1 799 7.0
CHP 1 800 7.0
CHP 1 801 7.0
CHP 1 802 7.0
CHP 1 803 7.0
CHP 1 804 7.0
CHP 1 805 7.0
CHP 1 806 7.0
CHP 1 807 7.0
CHP 1 808 7.0
CHP 1 809 7.0
CHP 1 810 7.0
CHP 1 811 7.0
CHP 1 812 7.0
CHP 1 813 7.0
CHP 1 814 7.0
CHP 1 815 7.0
CHP 1 816 7.0
CHP 1 817 7.0
CHP 1 818 7.0
CHP 1 819 7.0
CHP 1 820 7.0
CHP 1 821 7.0
CHP 1 822 7.0
CHP 1 823 7.0
CHP 1 824 7.0
CHP 1 825 7.0
CHP 1 826 7.0
CHP 1 827 7.0
CHP 1 828 7.0
CHP 1 829 7.0
CHP 1 830 7.0
CHP 1 831 7.0
CHP 1 832 7.0
CHP 1 833 7.0
CHP 1 834 7.0
CHP 1 835 7.0
CHP 1 836 7.0
CHP 1 837 7.0
CHP 1 838 7.0
CHP 1 839 7.0
CHP 1 840 7.0
CHP 1 841 7.0
CHP 1 842 7.0
CHP 1 843 7.0
CHP 1 844 7.0
CHP 1 845 7.0
CHP 1 846 7.0
CHP 1 847 7.0
CHP 1 848 7.0
CHP 1 849 7.0
CHP 1 850 7.0
CHP 1 851 7.0
CHP 1 852 7.0
CHP 1 853 7.0
CHP 1 854 7.0
CHP 1 855 7.0
CHP 1 856 7.0
CHP 1 857 7.0
CHP 1 858 7.0
CHP 1 859 7.0
CHP 1 860 7.0
CHP 1 861 7.0
CHP 1 862 7.0
CHP 1 863 7.0
CHP 1 864 7.0
CHP 1 865 7.0
CHP 1 866 7.0
CHP 1 867 7.0
CHP 1 868 7.0
CHP 1 869 7.0
CHP 1 870 7.0
CHP 1 871 7.0
CHP 1 872 7.0
CHP 1 873 7.0
CHP 1 874 7.0
CHP 1 875 7.0
CHP 1 876 7.0
CHP 1 877 7.0
CHP 1 878 7.0
CHP 1 879 7.0
CHP 1 880 7.0
CHP 1 881 7.0
CHP 1 882 7.0
CHP 1 883 7.0
CHP 1 884 7.0
CHP 1 885 7.0
CHP 1 886 7.0
CHP 1 887 7.0
CHP 1 888 7.0
CHP 1 889 7.0
CHP 1 890 7.0
CHP 1 891 7.0
CHP 1 892 7.0
CHP 1 893 7.0
CHP 1 894 7.0
CHP 1 895 7.0
CHP 1 896 7.0
CHP 1 897 7.0
CHP 1 898 7.0
CHP 1 899 7.0
CHP 1 900 7.0
CHP 1 901 7.0
CHP 1 902 7.0
CHP 1 903 7.0
CHP 1 904 7.0
CHP 1 905 7.0
CHP 1 906 7.0
CHP 1 907 7.0
CHP 1 908 7.0
CHP 1 909 7.0
CHP 1 910 7.0
CHP 1 911 7.0
CHP 1 912 7.0
CHP 1 913 7.0
CHP 1 914 7.0
CHP 1 915 7.0
CHP 1 916 7.0
CHP 1 917 7.0
CHP 1 918 7.0
CHP 1 919 7.0
CHP 1 920 7.0
CHP 1 921 7.0
CHP 1 922 7.0
CHP 1 923 7.0
CHP 1 924 7.0
CHP 1 925 7.0
CHP 1 926 7.0
CHP 1 927 7.0
CHP 1 928 7.0
CHP 1 929 7.0
CHP 1 930 7.0
CHP 1 931 7.0
CHP 1 932 7.0
CHP 1 933 7.0
CHP 1 934 7.0
CHP 1 935 7.0
CHP 1 936 7.0
CHP 1 937 7.0
CHP 1 938 7.0
CHP 1 939 7.0
CHP 1 940 7.0
CHP 1 941 7.0
CHP 1 942 7.0
CHP 1 943 7.0
CHP 1 944 7.0
CHP 1 945 7.0
CHP 1 946 7.0
CHP 1 947 7.0
CHP 1 948 7.0
CHP 1 949 7.0
CHP 1 950 7.0
CHP 1 951 7.0
CHP 1 952 7.0
CHP 1 953 7.0
CHP 1 954 7.0
CHP 1 955 7.0
CHP 1 956 7.0
CHP 1 957 7.0
CHP 1 958 7.0
CHP 1 959 7.0
CHP 1 960 7.0
CHP 1 961 7.0
CHP 1 962 7.0
CHP 1 963 7.0
CHP 1 964 7.0
CHP 1 965 7.0
CHP 1 966 7.0
CHP 1 967 7.0
CHP 1 968 7.0
CHP 1 969 7.0
CHP 1 970 7.0
CHP 1 971 7.0
CHP 1 972 7.0
CHP 1 973 7.0
CHP 1 974 7.0
CHP 1 975 7.0
CHP 1 976 7.0
CHP 1 977 7.0
CHP 1 978 7.0
CHP 1 979 7.0
CHP 1 980 7.0
CHP 1 981 7.0
CHP 1 982 7.0
CHP 1 983 7.0
CHP 1 984 7.0
CHP 1 985 7.0
CHP 1 986 7.0
CHP 1 987 7.0
CHP 1 988 7.0
CHP 1 989 7.0
CHP 1 990 7.0
CHP 1 991 7.0
CHP 1 992 7.0
CHP 1 993 7.0
CHP 1 994 7.0
CHP 1 995 7.0
CHP 1 996 7.0
CHP 1 997 7.0
CHP 1 998 7.0
CHP 1 999 7.0
CHP 1 1000 7.0
CHP 1 1001 7.0
CHP 1 1002 7.0
CHP 1 1003 7.0
CHP 1 1004 7.0
CHP 1 1005 7.0
CHP 1 1006 7.0
CHP 1 1007 7.0
CHP 1 1008 7.0
CHP 1 1009 7.0
CHP 1 1010 7.0
CHP 1 1011 7.0
CHP 1 1012 7.0
CHP 1 1013 7.0
CHP 1 1014 7.0
CHP 1 1015 7.0
CHP 1 1016 7.0
CHP 1 1017 7.0
CHP 1 1018 7.0
CHP 1 1019 7.0
CHP 1 1020 7.0
CHP 1 1021 7.0
CHP 1 1022 7.0
CHP 1 1023 7.0
CHP 1 1024 7.0
CHP 1 1025 7.0
CHP 1 1026 7.0
CHP 1 1027 7.0
CHP 1 1028 7.0
CHP 1 1029 7.0
CHP 1 1030 7.0
CHP 1 1031 7.0
CHP 1 1032 7.0
CHP 1 1033 7.0
CHP 1 1034 7.0
CHP 1 1035 7.0
CHP 1 1036 7.0
CHP 1 1037 7.0
CHP 1 1038 7.0
CHP 1 1039 7.0
CHP 1 1040 7.0
CHP 1 1041 7.0
CHP 1 1042 7.0
CHP 1 1043 7.0
CHP 1 1044 7.0
CHP 1 1045 7.0
CHP 1 1046 7.0
CHP 1 1047 7.0
CHP 1 1048 7.0
CHP 1 1049 7.0
CHP 1 1050 7.0
CHP 1 1051 7.0
CHP 1 1052 7.0
CHP 1 1053 7.0
CHP 1 1054 7.0
CHP 1 1055 7.0
CHP 1 1056 7.0
CHP 1 1057 7.0
CHP 1 1058 7.0
CHP 1 1059 7.0
CHP 1 1060 7.0
CHP 1 1061 7.0
CHP 1 1062 7.0
CHP 1 1063 7.0
CHP 1 1064 7.0
CHP 1 1065 7.0
CHP 1 1066 7.0
CHP 1 1067 7.0
CHP 1 1068 7.0
CHP 1 1069 7.0
CHP 1 1070 7.0
CHP 1 1071 7.0
CHP 1 1072 7.0
CHP 1 1073 7.0
CHP 1 1074 7.0
CHP 1 1075 7.0
CHP 1 1076 7.0
CHP 1 1077 7.0
CHP 1 1078 7.0
CHP 1 1079 7.0
CHP 1 1080 7.0
CHP 1 1081 7.0
CHP 1 1082 7.0
CHP 1 1083 7.0
CHP 1 1084 7.0
CHP 1 1085 7.0
CHP 1 1086 7.0
CHP 1 1087 7.0
CHP 1 1088 7.0
CHP 1 1089 7.0
CHP 1 1090 7.0
CHP 1 1091 7.0
CHP 1 1092 7.0
CHP 1 1093 7.0
CHP 1 1094 7.0
CHP 1 1095 7.0
CHP 1 1096 7.0
CHP 1 1097 7.0
CHP 1 1098 7.0
CHP 1 1099 7.0
CHP 1 1100 7.0
CHP 1 1101 7.0
CHP 1 1102 7.0
CHP 1 1103 7.0
CHP 1 1104 7.0
CHP 1 1105 7.0
CHP 1 1106 7.0
CHP 1 1107 7.0
CHP 1 1108 7.0
CHP 1 1109 7.0
CHP 1 1110 7.0
CHP 1 1111 7.0
CHP 1 1112 7.0
CHP 1 1113 7.0
CHP 1 1114 7.0
CHP 1 1115 7.0
CHP 1 1116 7.0
CHP 1 1117 7.0
CHP 1 1118 7.0
CHP 1 1119 7.0
CHP 1 1120 7.0
CHP 1 1121 7.0
CHP 1 1122 7.0
CHP 1 1123 7.0
CHP 1 1124 7.0
CHP 1 1125 7.0
CHP 1 1126 7.0
CHP 1 1127 7.0
CHP 1 1128 7.0
CHP 1 1129 7.0
CHP 1 1130 7.0
CHP 1 1131 7.0
CHP 1 1132 7.0
CHP 1 1133 7.0
CHP 1 1134 7.0
CHP 1 1135 7.0
CHP 1 1136 7.0
CHP 1 1137 7.0
CHP 1 1138 7.0
CHP 1 1139 7.0
CHP 1 1140 7.0
CHP 1 1141 7.0
CHP 1 1142 7.0
CHP 1 1143 7.0
CHP 1 1144 7.0
CHP 1 1145 7.0
CHP 1 1146 7.0
CHP 1 1147 7.0
CHP 1 1148 7.0
CHP 1 1149 7.0
CHP 1 1150 7.0
CHP 1 1151 7.0
CHP 1 1152 7.0
